municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
Cuilapa,oriente_seco,895,2012,10,203.5,3.789,6.783,0.551,bajo
Cuilapa,oriente_seco,895,2012,11,8.1,3.912,0.27,10.573,alto
Cuilapa,oriente_seco,895,2012,12,3.3,4.384,0.11,20.878,alto
Cuilapa,oriente_seco,895,2013,1,6.2,4.561,0.207,14.872,alto
Cuilapa,oriente_seco,895,2013,2,0.9,5.36,0.03,41.233,alto
Cuilapa,oriente_seco,895,2013,3,4.5,6.466,0.15,25.865,alto
Cuilapa,oriente_seco,895,2013,4,30.6,5.684,1.02,5.075,alto
Cuilapa,oriente_seco,895,2013,5,133.4,4.959,4.447,1.091,medio
Cuilapa,oriente_seco,895,2013,6,182.6,4.251,6.087,0.687,bajo
Cuilapa,oriente_seco,895,2013,7,120.0,4.479,4.0,1.092,medio
Cuilapa,oriente_seco,895,2013,8,221.2,4.335,7.373,0.58,bajo
Cuilapa,oriente_seco,895,2013,9,233.7,3.541,7.79,0.449,bajo
Cuilapa,oriente_seco,895,2013,10,144.3,3.876,4.81,0.789,bajo
Cuilapa,oriente_seco,895,2013,11,28.7,3.508,0.957,3.32,alto
Cuilapa,oriente_seco,895,2013,12,6.1,3.672,0.203,12.106,alto
Cuilapa,oriente_seco,895,2014,1,3.3,4.36,0.11,20.763,alto
Cuilapa,oriente_seco,895,2014,2,5.5,4.939,0.183,17.43,alto
Cuilapa,oriente_seco,895,2014,3,14.3,5.971,0.477,10.354,alto
Cuilapa,oriente_seco,895,2014,4,15.9,5.802,0.53,9.21,alto
Cuilapa,oriente_seco,895,2014,5,218.5,4.435,7.283,0.601,bajo
Cuilapa,oriente_seco,895,2014,6,190.9,4.049,6.363,0.626,bajo
Cuilapa,oriente_seco,895,2014,7,46.1,4.919,1.537,3.005,alto
Cuilapa,oriente_seco,895,2014,8,88.9,4.644,2.963,1.516,alto
Cuilapa,oriente_seco,895,2014,9,361.0,3.829,12.033,0.316,bajo
Cuilapa,oriente_seco,895,2014,10,240.2,3.623,8.007,0.447,bajo
Cuilapa,oriente_seco,895,2014,11,18.1,3.61,0.603,5.132,alto
Cuilapa,oriente_seco,895,2014,12,2.2,3.668,0.073,21.161,alto
Cuilapa,oriente_seco,895,2015,1,0.7,4.014,0.023,32.546,alto
Cuilapa,oriente_seco,895,2015,2,1.8,4.929,0.06,30.805,alto
Cuilapa,oriente_seco,895,2015,3,22.1,5.466,0.737,6.533,alto
Cuilapa,oriente_seco,895,2015,4,56.6,5.612,1.887,2.825,alto
Cuilapa,oriente_seco,895,2015,5,105.6,5.425,3.52,1.499,medio
Cuilapa,oriente_seco,895,2015,6,200.7,4.381,6.69,0.645,bajo
Cuilapa,oriente_seco,895,2015,7,101.5,4.833,3.383,1.387,medio
Cuilapa,oriente_seco,895,2015,8,90.4,5.154,3.013,1.656,alto
Cuilapa,oriente_seco,895,2015,9,433.6,3.935,14.453,0.27,bajo
Cuilapa,oriente_seco,895,2015,10,214.9,3.636,7.163,0.501,bajo
Cuilapa,oriente_seco,895,2015,11,95.5,3.389,3.183,1.032,medio
Cuilapa,oriente_seco,895,2015,12,7.8,3.86,0.26,10.724,alto
Cuilapa,oriente_seco,895,2016,1,1.4,4.184,0.047,28.527,alto
Cuilapa,oriente_seco,895,2016,2,0.9,5.061,0.03,38.93,alto
Cuilapa,oriente_seco,895,2016,3,37.8,5.446,1.26,4.004,alto
Cuilapa,oriente_seco,895,2016,4,41.0,5.804,1.367,3.957,alto
Cuilapa,oriente_seco,895,2016,5,125.1,5.387,4.17,1.262,medio
Cuilapa,oriente_seco,895,2016,6,221.7,4.657,7.39,0.622,bajo
Cuilapa,oriente_seco,895,2016,7,103.9,4.762,3.463,1.336,medio
Cuilapa,oriente_seco,895,2016,8,137.9,4.557,4.597,0.97,bajo
Cuilapa,oriente_seco,895,2016,9,222.0,4.085,7.4,0.545,bajo
Cuilapa,oriente_seco,895,2016,10,104.3,4.007,3.477,1.12,medio
Cuilapa,oriente_seco,895,2016,11,43.4,3.899,1.447,2.521,alto
Cuilapa,oriente_seco,895,2016,12,9.3,4.113,0.31,10.032,alto
Cuilapa,oriente_seco,895,2017,1,5.7,4.916,0.19,16.951,alto
Cuilapa,oriente_seco,895,2017,2,14.8,5.28,0.493,8.899,alto
Cuilapa,oriente_seco,895,2017,3,5.5,5.885,0.183,20.771,alto
Cuilapa,oriente_seco,895,2017,4,39.3,6.413,1.31,4.548,alto
Cuilapa,oriente_seco,895,2017,5,262.2,4.31,8.74,0.488,bajo
Cuilapa,oriente_seco,895,2017,6,376.3,3.706,12.543,0.293,bajo
Cuilapa,oriente_seco,895,2017,7,90.3,4.373,3.01,1.406,medio
Cuilapa,oriente_seco,895,2017,8,124.9,4.46,4.163,1.046,medio
Cuilapa,oriente_seco,895,2017,9,371.4,3.97,12.38,0.318,bajo
Cuilapa,oriente_seco,895,2017,10,176.3,3.353,5.877,0.561,bajo
Cuilapa,oriente_seco,895,2017,11,11.8,3.749,0.393,7.6,alto
Cuilapa,oriente_seco,895,2017,12,3.7,3.658,0.123,16.379,alto
Cuilapa,oriente_seco,895,2018,1,1.9,4.146,0.063,25.382,alto
Cuilapa,oriente_seco,895,2018,2,6.5,5.363,0.217,16.936,alto
Cuilapa,oriente_seco,895,2018,3,8.3,6.453,0.277,17.132,alto
Cuilapa,oriente_seco,895,2018,4,98.4,5.302,3.28,1.569,alto
Cuilapa,oriente_seco,895,2018,5,499.2,4.554,16.64,0.272,bajo
Cuilapa,oriente_seco,895,2018,6,203.2,3.999,6.773,0.582,bajo
Cuilapa,oriente_seco,895,2018,7,54.1,5.034,1.803,2.645,alto
Cuilapa,oriente_seco,895,2018,8,137.2,4.39,4.573,0.939,bajo
Cuilapa,oriente_seco,895,2018,9,208.9,4.207,6.963,0.596,bajo
Cuilapa,oriente_seco,895,2018,10,399.6,3.511,13.32,0.262,bajo
Cuilapa,oriente_seco,895,2018,11,16.6,3.869,0.553,5.922,alto
Cuilapa,oriente_seco,895,2018,12,2.8,4.01,0.093,20.741,alto
Cuilapa,oriente_seco,895,2019,1,1.6,4.519,0.053,29.469,alto
Cuilapa,oriente_seco,895,2019,2,8.2,5.447,0.273,14.589,alto
Cuilapa,oriente_seco,895,2019,3,2.1,6.519,0.07,38.349,alto
Cuilapa,oriente_seco,895,2019,4,49.1,6.172,1.637,3.554,alto
Cuilapa,oriente_seco,895,2019,5,272.1,4.329,9.07,0.472,bajo
Cuilapa,oriente_seco,895,2019,6,168.0,4.411,5.6,0.774,bajo
Cuilapa,oriente_seco,895,2019,7,94.1,4.968,3.137,1.535,alto
Cuilapa,oriente_seco,895,2019,8,149.7,4.687,4.99,0.921,bajo
Cuilapa,oriente_seco,895,2019,9,205.5,4.028,6.85,0.58,bajo
Cuilapa,oriente_seco,895,2019,10,270.0,3.547,9.0,0.39,bajo
Cuilapa,oriente_seco,895,2019,11,15.0,3.775,0.5,6.291,alto
Cuilapa,oriente_seco,895,2019,12,10.3,3.928,0.343,8.861,alto
Cuilapa,oriente_seco,895,2020,1,2.4,4.401,0.08,24.453,alto
Cuilapa,oriente_seco,895,2020,2,1.9,5.551,0.063,33.989,alto
Cuilapa,oriente_seco,895,2020,3,21.8,6.421,0.727,7.767,alto
Cuilapa,oriente_seco,895,2020,4,35.3,6.009,1.177,4.706,alto
Cuilapa,oriente_seco,895,2020,5,458.9,4.642,15.297,0.301,bajo
Cuilapa,oriente_seco,895,2020,6,445.7,4.051,14.857,0.271,bajo
Cuilapa,oriente_seco,895,2020,7,111.7,4.612,3.723,1.206,medio
Cuilapa,oriente_seco,895,2020,8,196.5,4.248,6.55,0.639,bajo
Cuilapa,oriente_seco,895,2020,9,196.7,4.118,6.557,0.619,bajo
Cuilapa,oriente_seco,895,2020,10,243.8,3.666,8.127,0.446,bajo
Cuilapa,oriente_seco,895,2020,11,193.8,3.098,6.46,0.472,bajo
Cuilapa,oriente_seco,895,2020,12,4.1,3.567,0.137,15.072,alto
Cuilapa,oriente_seco,895,2021,1,9.7,3.811,0.323,9.002,alto
Cuilapa,oriente_seco,895,2021,2,3.0,4.729,0.1,23.646,alto
Cuilapa,oriente_seco,895,2021,3,6.4,5.61,0.213,17.905,alto
Cuilapa,oriente_seco,895,2021,4,106.7,5.474,3.557,1.497,medio
Cuilapa,oriente_seco,895,2021,5,149.1,4.927,4.97,0.972,bajo
Cuilapa,oriente_seco,895,2021,6,204.7,4.229,6.823,0.611,bajo
Cuilapa,oriente_seco,895,2021,7,129.8,4.625,4.327,1.045,medio
Cuilapa,oriente_seco,895,2021,8,197.9,4.223,6.597,0.631,bajo
Cuilapa,oriente_seco,895,2021,9,203.0,4.243,6.767,0.618,bajo
Cuilapa,oriente_seco,895,2021,10,115.6,4.061,3.853,1.027,medio
Cuilapa,oriente_seco,895,2021,11,24.7,3.614,0.823,3.914,alto
Cuilapa,oriente_seco,895,2021,12,7.2,3.803,0.24,11.185,alto
Cuilapa,oriente_seco,895,2022,1,6.4,4.044,0.213,12.906,alto
Cuilapa,oriente_seco,895,2022,2,2.4,4.769,0.08,26.496,alto
Cuilapa,oriente_seco,895,2022,3,15.5,5.123,0.517,8.307,alto
Cuilapa,oriente_seco,895,2022,4,85.6,5.358,2.853,1.814,alto
Cuilapa,oriente_seco,895,2022,5,213.9,4.392,7.13,0.607,bajo
Cuilapa,oriente_seco,895,2022,6,417.2,3.719,13.907,0.265,bajo
Cuilapa,oriente_seco,895,2022,7,112.5,4.241,3.75,1.102,medio
Cuilapa,oriente_seco,895,2022,8,232.5,4.167,7.75,0.531,bajo
Cuilapa,oriente_seco,895,2022,9,533.8,3.646,17.793,0.204,bajo
Cuilapa,oriente_seco,895,2022,10,176.3,3.446,5.877,0.577,bajo
Cuilapa,oriente_seco,895,2022,11,58.4,3.6,1.947,1.759,alto
Cuilapa,oriente_seco,895,2022,12,5.5,3.567,0.183,12.59,alto
Cuilapa,oriente_seco,895,2023,1,2.5,4.018,0.083,21.916,alto
Cuilapa,oriente_seco,895,2023,2,0.5,4.931,0.017,42.268,alto
Cuilapa,oriente_seco,895,2023,3,16.3,5.514,0.543,8.571,alto
Cuilapa,oriente_seco,895,2023,4,62.2,5.872,2.073,2.702,alto
Cuilapa,oriente_seco,895,2023,5,149.2,5.616,4.973,1.107,medio
Cuilapa,oriente_seco,895,2023,6,185.5,4.852,6.183,0.772,bajo
Cuilapa,oriente_seco,895,2023,7,185.3,4.481,6.177,0.714,bajo
Cuilapa,oriente_seco,895,2023,8,149.7,4.315,4.99,0.848,bajo
Cuilapa,oriente_seco,895,2023,9,244.6,4.31,8.153,0.522,bajo
Cuilapa,oriente_seco,895,2023,10,304.0,3.413,10.133,0.334,bajo
Cuilapa,oriente_seco,895,2023,11,89.4,3.269,2.98,1.061,medio
Cuilapa,oriente_seco,895,2023,12,6.1,3.855,0.203,12.709,alto
Cuilapa,oriente_seco,895,2024,1,0.5,4.77,0.017,40.882,alto
Cuilapa,oriente_seco,895,2024,2,9.1,6.169,0.303,15.295,alto
Cuilapa,oriente_seco,895,2024,3,4.3,6.225,0.143,25.584,alto
Cuilapa,oriente_seco,895,2024,4,24.0,5.827,0.8,6.475,alto
Cuilapa,oriente_seco,895,2024,5,71.4,5.499,2.38,2.217,alto
Cuilapa,oriente_seco,895,2024,6,788.7,3.825,26.29,0.145,bajo
Cuilapa,oriente_seco,895,2024,7,345.9,4.189,11.53,0.36,bajo
Cuilapa,oriente_seco,895,2024,8,163.3,4.342,5.443,0.783,bajo
Cuilapa,oriente_seco,895,2024,9,272.5,3.969,9.083,0.432,bajo
Cuilapa,oriente_seco,895,2024,10,135.3,3.522,4.51,0.764,bajo
Cuilapa,oriente_seco,895,2024,11,238.2,3.57,7.94,0.444,bajo
Cuilapa,oriente_seco,895,2024,12,44.9,3.755,1.497,2.352,alto
El Progreso Jutiapa,oriente_seco,860,2010,1,1.8,4.452,0.06,27.826,alto
El Progreso Jutiapa,oriente_seco,860,2010,2,11.8,5.197,0.393,10.535,alto
El Progreso Jutiapa,oriente_seco,860,2010,3,3.9,6.655,0.13,28.936,alto
El Progreso Jutiapa,oriente_seco,860,2010,4,68.0,5.598,2.267,2.365,alto
El Progreso Jutiapa,oriente_seco,860,2010,5,311.5,5.045,10.383,0.481,bajo
El Progreso Jutiapa,oriente_seco,860,2010,6,202.5,4.058,6.75,0.592,bajo
El Progreso Jutiapa,oriente_seco,860,2010,7,182.2,4.245,6.073,0.688,bajo
El Progreso Jutiapa,oriente_seco,860,2010,8,217.5,3.807,7.25,0.518,bajo
El Progreso Jutiapa,oriente_seco,860,2010,9,324.8,3.538,10.827,0.324,bajo
El Progreso Jutiapa,oriente_seco,860,2010,10,29.9,3.782,0.997,3.449,alto
El Progreso Jutiapa,oriente_seco,860,2010,11,13.2,3.701,0.44,6.854,alto
El Progreso Jutiapa,oriente_seco,860,2010,12,1.1,3.848,0.037,28.155,alto
El Progreso Jutiapa,oriente_seco,860,2011,1,2.2,4.49,0.073,25.904,alto
El Progreso Jutiapa,oriente_seco,860,2011,2,3.5,5.162,0.117,23.825,alto
El Progreso Jutiapa,oriente_seco,860,2011,3,8.7,6.254,0.29,16.037,alto
El Progreso Jutiapa,oriente_seco,860,2011,4,43.7,5.708,1.457,3.667,alto
El Progreso Jutiapa,oriente_seco,860,2011,5,103.1,5.317,3.437,1.503,alto
El Progreso Jutiapa,oriente_seco,860,2011,6,191.6,4.41,6.387,0.68,bajo
El Progreso Jutiapa,oriente_seco,860,2011,7,136.5,4.237,4.55,0.911,bajo
El Progreso Jutiapa,oriente_seco,860,2011,8,194.5,4.472,6.483,0.679,bajo
El Progreso Jutiapa,oriente_seco,860,2011,9,178.4,3.957,5.947,0.654,bajo
El Progreso Jutiapa,oriente_seco,860,2011,10,280.1,3.257,9.337,0.345,bajo
El Progreso Jutiapa,oriente_seco,860,2011,11,5.3,3.642,0.177,13.165,alto
El Progreso Jutiapa,oriente_seco,860,2011,12,1.1,3.386,0.037,24.779,alto
El Progreso Jutiapa,oriente_seco,860,2012,1,3.1,3.814,0.103,18.76,alto
El Progreso Jutiapa,oriente_seco,860,2012,2,2.0,4.639,0.067,27.836,alto
El Progreso Jutiapa,oriente_seco,860,2012,3,3.6,5.967,0.12,27.121,alto
El Progreso Jutiapa,oriente_seco,860,2012,4,54.0,5.777,1.8,3.04,alto
El Progreso Jutiapa,oriente_seco,860,2012,5,160.0,4.597,5.333,0.846,bajo
El Progreso Jutiapa,oriente_seco,860,2012,6,105.3,4.42,3.51,1.224,medio
El Progreso Jutiapa,oriente_seco,860,2012,7,78.9,4.94,2.63,1.809,alto
El Progreso Jutiapa,oriente_seco,860,2012,8,178.4,4.467,5.947,0.739,bajo
El Progreso Jutiapa,oriente_seco,860,2012,9,57.1,4.312,1.903,2.153,alto
El Progreso Jutiapa,oriente_seco,860,2012,10,104.2,3.95,3.473,1.105,medio
El Progreso Jutiapa,oriente_seco,860,2012,11,2.7,3.725,0.09,19.605,alto
El Progreso Jutiapa,oriente_seco,860,2012,12,1.0,4.229,0.033,31.715,alto
El Progreso Jutiapa,oriente_seco,860,2013,1,5.4,4.438,0.18,15.851,alto
El Progreso Jutiapa,oriente_seco,860,2013,2,0.7,5.426,0.023,43.994,alto
El Progreso Jutiapa,oriente_seco,860,2013,3,2.8,6.411,0.093,33.159,alto
El Progreso Jutiapa,oriente_seco,860,2013,4,17.8,5.908,0.593,8.521,alto
El Progreso Jutiapa,oriente_seco,860,2013,5,92.5,5.21,3.083,1.637,alto
El Progreso Jutiapa,oriente_seco,860,2013,6,104.4,4.456,3.48,1.245,medio
El Progreso Jutiapa,oriente_seco,860,2013,7,109.7,4.34,3.657,1.155,medio
El Progreso Jutiapa,oriente_seco,860,2013,8,162.0,4.496,5.4,0.817,bajo
El Progreso Jutiapa,oriente_seco,860,2013,9,197.2,3.8,6.573,0.569,bajo
El Progreso Jutiapa,oriente_seco,860,2013,10,94.0,4.044,3.133,1.251,medio
El Progreso Jutiapa,oriente_seco,860,2013,11,10.9,3.539,0.363,7.638,alto
El Progreso Jutiapa,oriente_seco,860,2013,12,9.4,3.64,0.313,8.806,alto
El Progreso Jutiapa,oriente_seco,860,2014,1,0.7,4.229,0.023,34.286,alto
El Progreso Jutiapa,oriente_seco,860,2014,2,1.3,5.113,0.043,35.669,alto
El Progreso Jutiapa,oriente_seco,860,2014,3,13.1,6.135,0.437,11.431,alto
El Progreso Jutiapa,oriente_seco,860,2014,4,7.7,6.035,0.257,16.922,alto
El Progreso Jutiapa,oriente_seco,860,2014,5,139.9,4.769,4.663,1.001,medio
El Progreso Jutiapa,oriente_seco,860,2014,6,174.5,4.113,5.817,0.695,bajo
El Progreso Jutiapa,oriente_seco,860,2014,7,21.6,5.098,0.72,6.217,alto
El Progreso Jutiapa,oriente_seco,860,2014,8,55.5,4.892,1.85,2.509,alto
El Progreso Jutiapa,oriente_seco,860,2014,9,244.8,3.919,8.16,0.475,bajo
El Progreso Jutiapa,oriente_seco,860,2014,10,226.8,3.758,7.56,0.491,bajo
El Progreso Jutiapa,oriente_seco,860,2014,11,14.6,3.473,0.487,5.92,alto
El Progreso Jutiapa,oriente_seco,860,2014,12,0.7,3.498,0.023,28.363,alto
El Progreso Jutiapa,oriente_seco,860,2015,1,0.7,3.781,0.023,30.654,alto
El Progreso Jutiapa,oriente_seco,860,2015,2,1.0,4.88,0.033,36.598,alto
El Progreso Jutiapa,oriente_seco,860,2015,3,8.6,5.551,0.287,14.356,alto
El Progreso Jutiapa,oriente_seco,860,2015,4,31.4,5.907,1.047,5.151,alto
El Progreso Jutiapa,oriente_seco,860,2015,5,38.3,5.627,1.277,4.087,alto
El Progreso Jutiapa,oriente_seco,860,2015,6,167.2,4.54,5.573,0.8,bajo
El Progreso Jutiapa,oriente_seco,860,2015,7,71.4,4.91,2.38,1.98,alto
El Progreso Jutiapa,oriente_seco,860,2015,8,86.7,5.384,2.89,1.801,alto
El Progreso Jutiapa,oriente_seco,860,2015,9,299.1,3.945,9.97,0.392,bajo
El Progreso Jutiapa,oriente_seco,860,2015,10,140.7,3.901,4.69,0.814,bajo
El Progreso Jutiapa,oriente_seco,860,2015,11,70.7,3.532,2.357,1.438,medio
El Progreso Jutiapa,oriente_seco,860,2015,12,4.1,3.803,0.137,16.068,alto
El Progreso Jutiapa,oriente_seco,860,2016,1,0.9,4.142,0.03,31.859,alto
El Progreso Jutiapa,oriente_seco,860,2016,2,1.0,4.951,0.033,37.131,alto
El Progreso Jutiapa,oriente_seco,860,2016,3,28.1,5.592,0.937,5.394,alto
El Progreso Jutiapa,oriente_seco,860,2016,4,18.0,5.962,0.6,8.517,alto
El Progreso Jutiapa,oriente_seco,860,2016,5,42.4,5.693,1.413,3.762,alto
El Progreso Jutiapa,oriente_seco,860,2016,6,131.8,4.967,4.393,1.105,medio
El Progreso Jutiapa,oriente_seco,860,2016,7,75.5,4.968,2.517,1.899,alto
El Progreso Jutiapa,oriente_seco,860,2016,8,107.7,4.71,3.59,1.276,medio
El Progreso Jutiapa,oriente_seco,860,2016,9,176.0,4.234,5.867,0.71,bajo
El Progreso Jutiapa,oriente_seco,860,2016,10,18.4,4.141,0.613,5.805,alto
El Progreso Jutiapa,oriente_seco,860,2016,11,31.8,3.793,1.06,3.27,alto
El Progreso Jutiapa,oriente_seco,860,2016,12,8.6,3.961,0.287,10.245,alto
El Progreso Jutiapa,oriente_seco,860,2017,1,1.4,4.84,0.047,32.998,alto
El Progreso Jutiapa,oriente_seco,860,2017,2,2.6,5.393,0.087,28.888,alto
El Progreso Jutiapa,oriente_seco,860,2017,3,8.3,5.97,0.277,15.85,alto
El Progreso Jutiapa,oriente_seco,860,2017,4,15.2,6.622,0.507,10.915,alto
El Progreso Jutiapa,oriente_seco,860,2017,5,141.1,4.592,4.703,0.956,bajo
El Progreso Jutiapa,oriente_seco,860,2017,6,276.0,3.985,9.2,0.429,bajo
El Progreso Jutiapa,oriente_seco,860,2017,7,69.3,4.503,2.31,1.869,alto
El Progreso Jutiapa,oriente_seco,860,2017,8,80.8,4.63,2.693,1.657,alto
El Progreso Jutiapa,oriente_seco,860,2017,9,224.7,4.087,7.49,0.538,bajo
El Progreso Jutiapa,oriente_seco,860,2017,10,92.9,3.389,3.097,1.06,medio
El Progreso Jutiapa,oriente_seco,860,2017,11,3.9,3.613,0.13,15.71,alto
El Progreso Jutiapa,oriente_seco,860,2017,12,4.6,3.471,0.153,13.701,alto
El Progreso Jutiapa,oriente_seco,860,2018,1,1.1,4.013,0.037,29.367,alto
El Progreso Jutiapa,oriente_seco,860,2018,2,6.8,5.338,0.227,16.34,alto
El Progreso Jutiapa,oriente_seco,860,2018,3,4.2,6.525,0.14,27.188,alto
El Progreso Jutiapa,oriente_seco,860,2018,4,34.8,5.477,1.16,4.347,alto
El Progreso Jutiapa,oriente_seco,860,2018,5,274.7,4.826,9.157,0.521,bajo
El Progreso Jutiapa,oriente_seco,860,2018,6,190.7,4.267,6.357,0.661,bajo
El Progreso Jutiapa,oriente_seco,860,2018,7,42.9,5.066,1.43,3.311,alto
El Progreso Jutiapa,oriente_seco,860,2018,8,112.2,4.737,3.74,1.234,medio
El Progreso Jutiapa,oriente_seco,860,2018,9,172.3,4.266,5.743,0.73,bajo
El Progreso Jutiapa,oriente_seco,860,2018,10,315.8,3.579,10.527,0.337,bajo
El Progreso Jutiapa,oriente_seco,860,2018,11,8.6,3.847,0.287,9.948,alto
El Progreso Jutiapa,oriente_seco,860,2018,12,0.8,3.904,0.027,30.822,alto
El Progreso Jutiapa,oriente_seco,860,2019,1,1.5,4.379,0.05,29.191,alto
El Progreso Jutiapa,oriente_seco,860,2019,2,4.4,5.41,0.147,21.934,alto
El Progreso Jutiapa,oriente_seco,860,2019,3,0.5,6.558,0.017,56.209,alto
El Progreso Jutiapa,oriente_seco,860,2019,4,94.2,6.264,3.14,1.933,alto
El Progreso Jutiapa,oriente_seco,860,2019,5,148.2,4.463,4.94,0.885,bajo
El Progreso Jutiapa,oriente_seco,860,2019,6,83.5,4.899,2.783,1.699,alto
El Progreso Jutiapa,oriente_seco,860,2019,7,51.9,5.11,1.73,2.792,alto
El Progreso Jutiapa,oriente_seco,860,2019,8,86.1,4.913,2.87,1.654,alto
El Progreso Jutiapa,oriente_seco,860,2019,9,181.0,4.534,6.033,0.739,bajo
El Progreso Jutiapa,oriente_seco,860,2019,10,220.6,3.819,7.353,0.512,bajo
El Progreso Jutiapa,oriente_seco,860,2019,11,4.7,3.679,0.157,14.333,alto
El Progreso Jutiapa,oriente_seco,860,2019,12,15.8,3.81,0.527,6.08,alto
El Progreso Jutiapa,oriente_seco,860,2020,1,2.2,4.32,0.073,24.921,alto
El Progreso Jutiapa,oriente_seco,860,2020,2,4.2,5.485,0.14,22.856,alto
El Progreso Jutiapa,oriente_seco,860,2020,3,1.4,6.415,0.047,43.74,alto
El Progreso Jutiapa,oriente_seco,860,2020,4,11.8,6.253,0.393,12.674,alto
El Progreso Jutiapa,oriente_seco,860,2020,5,382.2,4.792,12.74,0.373,bajo
El Progreso Jutiapa,oriente_seco,860,2020,6,285.1,4.239,9.503,0.441,bajo
El Progreso Jutiapa,oriente_seco,860,2020,7,77.2,4.503,2.573,1.685,alto
El Progreso Jutiapa,oriente_seco,860,2020,8,154.0,4.435,5.133,0.848,bajo
El Progreso Jutiapa,oriente_seco,860,2020,9,123.4,4.441,4.113,1.054,medio
El Progreso Jutiapa,oriente_seco,860,2020,10,156.7,3.825,5.223,0.718,bajo
El Progreso Jutiapa,oriente_seco,860,2020,11,188.0,3.034,6.267,0.476,bajo
El Progreso Jutiapa,oriente_seco,860,2020,12,4.8,3.452,0.16,13.276,alto
El Progreso Jutiapa,oriente_seco,860,2021,1,6.8,3.741,0.227,11.451,alto
El Progreso Jutiapa,oriente_seco,860,2021,2,1.2,4.793,0.04,34.235,alto
El Progreso Jutiapa,oriente_seco,860,2021,3,2.1,5.71,0.07,33.586,alto
El Progreso Jutiapa,oriente_seco,860,2021,4,32.6,5.629,1.087,4.743,alto
El Progreso Jutiapa,oriente_seco,860,2021,5,94.2,5.028,3.14,1.552,alto
El Progreso Jutiapa,oriente_seco,860,2021,6,133.5,4.467,4.45,0.982,bajo
El Progreso Jutiapa,oriente_seco,860,2021,7,83.6,4.754,2.787,1.647,alto
El Progreso Jutiapa,oriente_seco,860,2021,8,120.8,4.589,4.027,1.112,medio
El Progreso Jutiapa,oriente_seco,860,2021,9,126.0,4.273,4.2,0.994,bajo
El Progreso Jutiapa,oriente_seco,860,2021,10,60.3,4.225,2.01,2.002,alto
El Progreso Jutiapa,oriente_seco,860,2021,11,9.0,3.518,0.3,8.796,alto
El Progreso Jutiapa,oriente_seco,860,2021,12,3.9,3.705,0.13,16.11,alto
El Progreso Jutiapa,oriente_seco,860,2022,1,2.5,4.015,0.083,21.901,alto
El Progreso Jutiapa,oriente_seco,860,2022,2,1.4,4.73,0.047,32.247,alto
El Progreso Jutiapa,oriente_seco,860,2022,3,3.8,5.239,0.127,23.113,alto
El Progreso Jutiapa,oriente_seco,860,2022,4,33.0,5.4,1.1,4.5,alto
El Progreso Jutiapa,oriente_seco,860,2022,5,174.9,4.784,5.83,0.807,bajo
El Progreso Jutiapa,oriente_seco,860,2022,6,321.0,3.819,10.7,0.354,bajo
El Progreso Jutiapa,oriente_seco,860,2022,7,85.9,4.314,2.863,1.456,medio
El Progreso Jutiapa,oriente_seco,860,2022,8,101.3,4.336,3.377,1.247,medio
El Progreso Jutiapa,oriente_seco,860,2022,9,292.3,3.842,9.743,0.39,bajo
El Progreso Jutiapa,oriente_seco,860,2022,10,195.1,3.725,6.503,0.564,bajo
El Progreso Jutiapa,oriente_seco,860,2022,11,38.5,3.424,1.283,2.476,alto
El Progreso Jutiapa,oriente_seco,860,2022,12,8.5,3.503,0.283,9.139,alto
El Progreso Jutiapa,oriente_seco,860,2023,1,0.7,4.024,0.023,32.626,alto
El Progreso Jutiapa,oriente_seco,860,2023,2,0.4,4.848,0.013,42.78,alto
El Progreso Jutiapa,oriente_seco,860,2023,3,13.1,5.53,0.437,10.305,alto
El Progreso Jutiapa,oriente_seco,860,2023,4,12.6,6.157,0.42,11.841,alto
El Progreso Jutiapa,oriente_seco,860,2023,5,74.7,5.805,2.49,2.241,alto
El Progreso Jutiapa,oriente_seco,860,2023,6,130.0,5.001,4.333,1.128,medio
El Progreso Jutiapa,oriente_seco,860,2023,7,153.5,4.644,5.117,0.89,bajo
El Progreso Jutiapa,oriente_seco,860,2023,8,70.6,4.471,2.353,1.823,alto
El Progreso Jutiapa,oriente_seco,860,2023,9,173.3,4.453,5.777,0.758,bajo
El Progreso Jutiapa,oriente_seco,860,2023,10,198.6,3.539,6.62,0.527,bajo
El Progreso Jutiapa,oriente_seco,860,2023,11,111.0,3.313,3.7,0.872,bajo
El Progreso Jutiapa,oriente_seco,860,2023,12,6.7,3.692,0.223,11.417,alto
El Progreso Jutiapa,oriente_seco,860,2024,1,0.8,4.642,0.027,36.644,alto
El Progreso Jutiapa,oriente_seco,860,2024,2,1.9,6.033,0.063,36.939,alto
El Progreso Jutiapa,oriente_seco,860,2024,3,2.9,6.304,0.097,32.054,alto
El Progreso Jutiapa,oriente_seco,860,2024,4,20.3,5.923,0.677,7.626,alto
El Progreso Jutiapa,oriente_seco,860,2024,5,16.7,5.737,0.557,8.736,alto
El Progreso Jutiapa,oriente_seco,860,2024,6,491.9,3.929,16.397,0.238,bajo
El Progreso Jutiapa,oriente_seco,860,2024,7,136.6,4.441,4.553,0.954,bajo
El Progreso Jutiapa,oriente_seco,860,2024,8,78.4,4.452,2.613,1.641,alto
El Progreso Jutiapa,oriente_seco,860,2024,9,204.8,4.106,6.827,0.593,bajo
