municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
El Progreso Jutiapa,oriente_seco,860,2024,10,79.8,3.599,2.66,1.304,medio
El Progreso Jutiapa,oriente_seco,860,2024,11,148.2,3.529,4.94,0.7,bajo
El Progreso Jutiapa,oriente_seco,860,2024,12,47.4,3.476,1.58,2.069,alto
Escuintla,costa_sur,346,2010,1,3.7,4.971,0.123,22.258,alto
Escuintla,costa_sur,346,2010,2,7.0,5.27,0.233,15.809,alto
Escuintla,costa_sur,346,2010,3,11.4,6.246,0.38,13.013,alto
Escuintla,costa_sur,346,2010,4,179.3,5.3,5.977,0.872,bajo
Escuintla,costa_sur,346,2010,5,664.7,4.621,22.157,0.208,bajo
Escuintla,costa_sur,346,2010,6,502.4,3.717,16.747,0.221,bajo
Escuintla,costa_sur,346,2010,7,386.8,3.861,12.893,0.297,bajo
Escuintla,costa_sur,346,2010,8,463.7,3.465,15.457,0.223,bajo
Escuintla,costa_sur,346,2010,9,408.5,3.094,13.617,0.226,bajo
Escuintla,costa_sur,346,2010,10,151.4,3.89,5.047,0.756,bajo
Escuintla,costa_sur,346,2010,11,132.7,3.694,4.423,0.817,bajo
Escuintla,costa_sur,346,2010,12,26.5,4.124,0.883,4.194,alto
Escuintla,costa_sur,346,2011,1,22.4,4.479,0.747,5.29,alto
Escuintla,costa_sur,346,2011,2,10.5,5.058,0.35,11.239,alto
Escuintla,costa_sur,346,2011,3,41.2,5.756,1.373,3.907,alto
Escuintla,costa_sur,346,2011,4,50.8,5.042,1.693,2.811,alto
Escuintla,costa_sur,346,2011,5,432.9,5.145,14.43,0.354,bajo
Escuintla,costa_sur,346,2011,6,281.5,4.065,9.383,0.429,bajo
Escuintla,costa_sur,346,2011,7,347.2,3.935,11.573,0.337,bajo
Escuintla,costa_sur,346,2011,8,395.2,4.05,13.173,0.305,bajo
Escuintla,costa_sur,346,2011,9,241.9,3.659,8.063,0.448,bajo
Escuintla,costa_sur,346,2011,10,589.4,3.146,19.647,0.159,bajo
Escuintla,costa_sur,346,2011,11,78.8,3.848,2.627,1.411,medio
Escuintla,costa_sur,346,2011,12,16.8,3.881,0.56,5.881,alto
Escuintla,costa_sur,346,2012,1,6.6,4.236,0.22,13.239,alto
Escuintla,costa_sur,346,2012,2,20.6,4.796,0.687,6.097,alto
Escuintla,costa_sur,346,2012,3,8.4,5.976,0.28,15.726,alto
Escuintla,costa_sur,346,2012,4,107.2,5.362,3.573,1.46,medio
Escuintla,costa_sur,346,2012,5,374.3,4.247,12.477,0.338,bajo
Escuintla,costa_sur,346,2012,6,165.5,4.106,5.517,0.731,bajo
Escuintla,costa_sur,346,2012,7,283.2,4.931,9.44,0.517,bajo
Escuintla,costa_sur,346,2012,8,331.0,4.275,11.033,0.384,bajo
Escuintla,costa_sur,346,2012,9,198.7,4.32,6.623,0.642,bajo
Escuintla,costa_sur,346,2012,10,374.2,3.779,12.473,0.301,bajo
Escuintla,costa_sur,346,2012,11,29.7,4.41,0.99,4.046,alto
Escuintla,costa_sur,346,2012,12,11.6,4.7,0.387,9.657,alto
Escuintla,costa_sur,346,2013,1,9.9,4.869,0.33,11.322,alto
Escuintla,costa_sur,346,2013,2,4.2,5.364,0.14,22.348,alto
Escuintla,costa_sur,346,2013,3,6.7,6.42,0.223,19.855,alto
Escuintla,costa_sur,346,2013,4,33.8,5.338,1.127,4.352,alto
Escuintla,costa_sur,346,2013,5,187.1,4.801,6.237,0.758,bajo
Escuintla,costa_sur,346,2013,6,280.8,4.143,9.36,0.438,bajo
Escuintla,costa_sur,346,2013,7,222.8,4.503,7.427,0.598,bajo
Escuintla,costa_sur,346,2013,8,425.1,4.303,14.17,0.302,bajo
Escuintla,costa_sur,346,2013,9,397.7,3.403,13.257,0.255,bajo
Escuintla,costa_sur,346,2013,10,417.8,3.779,13.927,0.269,bajo
Escuintla,costa_sur,346,2013,11,171.0,3.552,5.7,0.612,bajo
Escuintla,costa_sur,346,2013,12,27.9,3.642,0.93,3.536,alto
Escuintla,costa_sur,346,2014,1,5.3,4.552,0.177,16.455,alto
Escuintla,costa_sur,346,2014,2,19.1,4.8,0.637,6.516,alto
Escuintla,costa_sur,346,2014,3,27.0,5.743,0.9,5.743,alto
Escuintla,costa_sur,346,2014,4,53.4,5.55,1.78,2.952,alto
Escuintla,costa_sur,346,2014,5,397.5,4.12,13.25,0.309,bajo
Escuintla,costa_sur,346,2014,6,413.5,3.939,13.783,0.284,bajo
Escuintla,costa_sur,346,2014,7,230.5,4.882,7.683,0.627,bajo
Escuintla,costa_sur,346,2014,8,260.4,4.602,8.68,0.524,bajo
Escuintla,costa_sur,346,2014,9,504.4,3.691,16.813,0.218,bajo
Escuintla,costa_sur,346,2014,10,405.1,3.566,13.503,0.262,bajo
Escuintla,costa_sur,346,2014,11,67.7,3.731,2.257,1.583,alto
Escuintla,costa_sur,346,2014,12,6.2,3.87,0.207,12.619,alto
Escuintla,costa_sur,346,2015,1,3.2,4.402,0.107,21.302,alto
Escuintla,costa_sur,346,2015,2,8.1,5.171,0.27,13.977,alto
Escuintla,costa_sur,346,2015,3,41.7,5.662,1.39,3.8,alto
Escuintla,costa_sur,346,2015,4,67.1,5.373,2.237,2.3,alto
Escuintla,costa_sur,346,2015,5,266.9,5.116,8.897,0.569,bajo
Escuintla,costa_sur,346,2015,6,311.5,4.32,10.383,0.412,bajo
Escuintla,costa_sur,346,2015,7,213.9,4.735,7.13,0.655,bajo
Escuintla,costa_sur,346,2015,8,241.7,5.023,8.057,0.616,bajo
Escuintla,costa_sur,346,2015,9,322.2,3.854,10.74,0.356,bajo
Escuintla,costa_sur,346,2015,10,406.9,3.586,13.563,0.262,bajo
Escuintla,costa_sur,346,2015,11,263.6,3.422,8.787,0.385,bajo
Escuintla,costa_sur,346,2015,12,19.8,4.019,0.66,5.288,alto
Escuintla,costa_sur,346,2016,1,14.5,4.339,0.483,7.439,alto
Escuintla,costa_sur,346,2016,2,1.7,5.639,0.057,35.996,alto
Escuintla,costa_sur,346,2016,3,26.9,5.349,0.897,5.367,alto
Escuintla,costa_sur,346,2016,4,51.5,5.446,1.717,2.998,alto
Escuintla,costa_sur,346,2016,5,286.8,5.074,9.56,0.525,bajo
Escuintla,costa_sur,346,2016,6,342.6,4.464,11.42,0.388,bajo
Escuintla,costa_sur,346,2016,7,494.2,4.813,16.473,0.29,bajo
Escuintla,costa_sur,346,2016,8,332.5,4.564,11.083,0.408,bajo
Escuintla,costa_sur,346,2016,9,273.6,4.037,9.12,0.438,bajo
Escuintla,costa_sur,346,2016,10,205.2,4.056,6.84,0.585,bajo
Escuintla,costa_sur,346,2016,11,203.0,4.078,6.767,0.594,bajo
Escuintla,costa_sur,346,2016,12,67.2,4.401,2.24,1.881,alto
Escuintla,costa_sur,346,2017,1,14.8,5.068,0.493,8.541,alto
Escuintla,costa_sur,346,2017,2,25.0,5.24,0.833,5.614,alto
Escuintla,costa_sur,346,2017,3,17.6,5.99,0.587,8.723,alto
Escuintla,costa_sur,346,2017,4,26.8,6.144,0.893,6.185,alto
Escuintla,costa_sur,346,2017,5,291.1,4.155,9.703,0.424,bajo
Escuintla,costa_sur,346,2017,6,556.3,3.573,18.543,0.192,bajo
Escuintla,costa_sur,346,2017,7,422.2,4.432,14.073,0.313,bajo
Escuintla,costa_sur,346,2017,8,238.2,4.392,7.94,0.546,bajo
Escuintla,costa_sur,346,2017,9,429.5,3.856,14.317,0.267,bajo
Escuintla,costa_sur,346,2017,10,330.7,3.391,11.023,0.305,bajo
Escuintla,costa_sur,346,2017,11,75.3,3.906,2.51,1.497,medio
Escuintla,costa_sur,346,2017,12,8.3,4.092,0.277,10.863,alto
Escuintla,costa_sur,346,2018,1,3.2,4.838,0.107,23.408,alto
Escuintla,costa_sur,346,2018,2,9.0,5.464,0.3,13.661,alto
Escuintla,costa_sur,346,2018,3,14.3,6.305,0.477,10.934,alto
Escuintla,costa_sur,346,2018,4,211.3,4.891,7.043,0.685,bajo
Escuintla,costa_sur,346,2018,5,526.3,4.329,17.543,0.245,bajo
Escuintla,costa_sur,346,2018,6,203.0,3.867,6.767,0.563,bajo
Escuintla,costa_sur,346,2018,7,273.4,4.964,9.113,0.539,bajo
Escuintla,costa_sur,346,2018,8,387.9,4.355,12.93,0.334,bajo
Escuintla,costa_sur,346,2018,9,458.7,4.102,15.29,0.267,bajo
Escuintla,costa_sur,346,2018,10,565.9,3.44,18.863,0.181,bajo
Escuintla,costa_sur,346,2018,11,74.7,3.798,2.49,1.466,medio
Escuintla,costa_sur,346,2018,12,11.9,3.87,0.397,7.792,alto
Escuintla,costa_sur,346,2019,1,13.8,4.28,0.46,7.644,alto
Escuintla,costa_sur,346,2019,2,8.3,4.95,0.277,13.141,alto
Escuintla,costa_sur,346,2019,3,8.3,5.943,0.277,15.779,alto
Escuintla,costa_sur,346,2019,4,30.8,5.643,1.027,5.009,alto
Escuintla,costa_sur,346,2019,5,507.7,4.135,16.923,0.243,bajo
Escuintla,costa_sur,346,2019,6,278.6,4.28,9.287,0.456,bajo
Escuintla,costa_sur,346,2019,7,261.8,4.893,8.727,0.554,bajo
Escuintla,costa_sur,346,2019,8,199.1,4.564,6.637,0.678,bajo
Escuintla,costa_sur,346,2019,9,358.8,3.917,11.96,0.325,bajo
Escuintla,costa_sur,346,2019,10,351.7,3.431,11.723,0.29,bajo
Escuintla,costa_sur,346,2019,11,57.4,3.834,1.913,1.905,alto
Escuintla,costa_sur,346,2019,12,16.0,3.92,0.533,6.19,alto
Escuintla,costa_sur,346,2020,1,6.5,4.293,0.217,13.556,alto
Escuintla,costa_sur,346,2020,2,4.4,5.382,0.147,21.819,alto
Escuintla,costa_sur,346,2020,3,21.8,6.077,0.727,7.351,alto
Escuintla,costa_sur,346,2020,4,32.1,5.447,1.07,4.656,alto
Escuintla,costa_sur,346,2020,5,627.9,4.264,20.93,0.203,bajo
Escuintla,costa_sur,346,2020,6,834.0,3.903,27.8,0.14,bajo
Escuintla,costa_sur,346,2020,7,251.2,4.484,8.373,0.529,bajo
Escuintla,costa_sur,346,2020,8,277.9,4.15,9.263,0.443,bajo
Escuintla,costa_sur,346,2020,9,275.8,3.996,9.193,0.43,bajo
Escuintla,costa_sur,346,2020,10,399.5,3.572,13.317,0.266,bajo
Escuintla,costa_sur,346,2020,11,351.2,3.12,11.707,0.264,bajo
Escuintla,costa_sur,346,2020,12,7.4,3.648,0.247,10.523,alto
Escuintla,costa_sur,346,2021,1,16.6,3.898,0.553,5.966,alto
Escuintla,costa_sur,346,2021,2,5.6,4.704,0.187,16.409,alto
Escuintla,costa_sur,346,2021,3,31.2,5.567,1.04,4.883,alto
Escuintla,costa_sur,346,2021,4,190.0,5.14,6.333,0.799,bajo
Escuintla,costa_sur,346,2021,5,263.4,4.528,8.78,0.51,bajo
Escuintla,costa_sur,346,2021,6,238.8,4.101,7.96,0.509,bajo
Escuintla,costa_sur,346,2021,7,330.9,4.601,11.03,0.413,bajo
Escuintla,costa_sur,346,2021,8,394.4,4.14,13.147,0.312,bajo
Escuintla,costa_sur,346,2021,9,271.5,4.136,9.05,0.452,bajo
Escuintla,costa_sur,346,2021,10,222.5,4.002,7.417,0.532,bajo
Escuintla,costa_sur,346,2021,11,43.4,3.762,1.447,2.433,alto
Escuintla,costa_sur,346,2021,12,12.7,3.86,0.423,7.376,alto
Escuintla,costa_sur,346,2022,1,5.5,4.112,0.183,14.514,alto
Escuintla,costa_sur,346,2022,2,3.8,4.978,0.127,21.963,alto
Escuintla,costa_sur,346,2022,3,30.7,5.237,1.023,4.662,alto
Escuintla,costa_sur,346,2022,4,237.8,5.021,7.927,0.626,bajo
Escuintla,costa_sur,346,2022,5,215.6,4.251,7.187,0.583,bajo
Escuintla,costa_sur,346,2022,6,744.6,3.623,24.82,0.145,bajo
Escuintla,costa_sur,346,2022,7,200.2,4.241,6.673,0.626,bajo
Escuintla,costa_sur,346,2022,8,324.1,4.077,10.803,0.374,bajo
Escuintla,costa_sur,346,2022,9,511.3,3.538,17.043,0.206,bajo
Escuintla,costa_sur,346,2022,10,216.8,3.419,7.227,0.467,bajo
Escuintla,costa_sur,346,2022,11,98.4,3.558,3.28,1.053,medio
Escuintla,costa_sur,346,2022,12,8.5,3.634,0.283,9.479,alto
Escuintla,costa_sur,346,2023,1,15.7,4.126,0.523,6.619,alto
Escuintla,costa_sur,346,2023,2,1.6,5.091,0.053,33.205,alto
Escuintla,costa_sur,346,2023,3,46.8,5.117,1.56,3.083,alto
Escuintla,costa_sur,346,2023,4,76.1,5.462,2.537,2.071,alto
Escuintla,costa_sur,346,2023,5,162.1,5.337,5.403,0.97,bajo
Escuintla,costa_sur,346,2023,6,259.4,4.591,8.647,0.525,bajo
Escuintla,costa_sur,346,2023,7,271.2,4.457,9.04,0.488,bajo
Escuintla,costa_sur,346,2023,8,274.8,4.265,9.16,0.461,bajo
Escuintla,costa_sur,346,2023,9,435.8,4.28,14.527,0.293,bajo
Escuintla,costa_sur,346,2023,10,670.2,3.366,22.34,0.15,bajo
Escuintla,costa_sur,346,2023,11,154.1,3.284,5.137,0.627,bajo
Escuintla,costa_sur,346,2023,12,16.7,3.793,0.557,5.777,alto
Escuintla,costa_sur,346,2024,1,2.2,4.572,0.073,26.376,alto
Escuintla,costa_sur,346,2024,2,9.1,5.773,0.303,14.312,alto
Escuintla,costa_sur,346,2024,3,5.2,5.874,0.173,21.489,alto
Escuintla,costa_sur,346,2024,4,34.3,5.648,1.143,4.543,alto
Escuintla,costa_sur,346,2024,5,75.4,4.964,2.513,1.899,alto
Escuintla,costa_sur,346,2024,6,1385.8,3.518,46.193,0.076,bajo
Escuintla,costa_sur,346,2024,7,458.3,4.173,15.277,0.271,bajo
Escuintla,costa_sur,346,2024,8,341.4,4.305,11.38,0.375,bajo
Escuintla,costa_sur,346,2024,9,270.1,3.808,9.003,0.418,bajo
Escuintla,costa_sur,346,2024,10,293.6,3.426,9.787,0.347,bajo
Escuintla,costa_sur,346,2024,11,461.1,3.373,15.37,0.218,bajo
Escuintla,costa_sur,346,2024,12,56.1,3.614,1.87,1.834,alto
Esquipulas,oriente_seco,1000,2010,1,48.9,4.216,1.63,2.437,alto
Esquipulas,oriente_seco,1000,2010,2,27.6,5.183,0.92,5.082,alto
Esquipulas,oriente_seco,1000,2010,3,17.0,6.61,0.567,9.914,alto
Esquipulas,oriente_seco,1000,2010,4,117.3,5.574,3.91,1.39,medio
Esquipulas,oriente_seco,1000,2010,5,318.9,5.062,10.63,0.472,bajo
Esquipulas,oriente_seco,1000,2010,6,299.7,4.158,9.99,0.412,bajo
Esquipulas,oriente_seco,1000,2010,7,269.4,4.361,8.98,0.48,bajo
Esquipulas,oriente_seco,1000,2010,8,289.4,3.912,9.647,0.401,bajo
Esquipulas,oriente_seco,1000,2010,9,267.5,3.65,8.917,0.405,bajo
Esquipulas,oriente_seco,1000,2010,10,43.0,3.816,1.433,2.488,alto
Esquipulas,oriente_seco,1000,2010,11,54.8,3.76,1.827,1.952,alto
Esquipulas,oriente_seco,1000,2010,12,23.4,3.709,0.78,4.215,alto
Esquipulas,oriente_seco,1000,2011,1,43.8,4.359,1.46,2.794,alto
Esquipulas,oriente_seco,1000,2011,2,38.0,5.108,1.267,3.738,alto
Esquipulas,oriente_seco,1000,2011,3,37.2,6.291,1.24,4.695,alto
Esquipulas,oriente_seco,1000,2011,4,70.1,5.73,2.337,2.352,alto
Esquipulas,oriente_seco,1000,2011,5,102.4,5.265,3.413,1.499,medio
Esquipulas,oriente_seco,1000,2011,6,276.1,4.368,9.203,0.47,bajo
Esquipulas,oriente_seco,1000,2011,7,312.1,4.328,10.403,0.412,bajo
Esquipulas,oriente_seco,1000,2011,8,192.3,4.576,6.41,0.703,bajo
Esquipulas,oriente_seco,1000,2011,9,326.4,4.032,10.88,0.367,bajo
Esquipulas,oriente_seco,1000,2011,10,312.2,3.299,10.407,0.314,bajo
Esquipulas,oriente_seco,1000,2011,11,42.5,3.673,1.417,2.422,alto
Esquipulas,oriente_seco,1000,2011,12,44.0,3.375,1.467,2.154,alto
Esquipulas,oriente_seco,1000,2012,1,66.2,3.68,2.207,1.595,alto
Esquipulas,oriente_seco,1000,2012,2,40.9,4.496,1.363,3.072,alto
Esquipulas,oriente_seco,1000,2012,3,40.2,5.896,1.34,4.095,alto
Esquipulas,oriente_seco,1000,2012,4,68.0,5.766,2.267,2.436,alto
Esquipulas,oriente_seco,1000,2012,5,205.2,4.673,6.84,0.673,bajo
Esquipulas,oriente_seco,1000,2012,6,204.5,4.39,6.817,0.635,bajo
Esquipulas,oriente_seco,1000,2012,7,137.2,4.942,4.573,1.058,medio
Esquipulas,oriente_seco,1000,2012,8,317.6,4.549,10.587,0.426,bajo
Esquipulas,oriente_seco,1000,2012,9,217.3,4.398,7.243,0.599,bajo
Esquipulas,oriente_seco,1000,2012,10,166.4,3.949,5.547,0.699,bajo
Esquipulas,oriente_seco,1000,2012,11,39.9,3.526,1.33,2.466,alto
Esquipulas,oriente_seco,1000,2012,12,32.0,3.863,1.067,3.311,alto
Esquipulas,oriente_seco,1000,2013,1,42.2,4.076,1.407,2.705,alto
Esquipulas,oriente_seco,1000,2013,2,39.1,5.251,1.303,3.741,alto
Esquipulas,oriente_seco,1000,2013,3,24.7,6.105,0.823,6.611,alto
Esquipulas,oriente_seco,1000,2013,4,42.6,5.982,1.42,3.936,alto
Esquipulas,oriente_seco,1000,2013,5,112.7,5.189,3.757,1.346,medio
Esquipulas,oriente_seco,1000,2013,6,226.6,4.546,7.553,0.594,bajo
Esquipulas,oriente_seco,1000,2013,7,240.4,4.46,8.013,0.55,bajo
Esquipulas,oriente_seco,1000,2013,8,317.6,4.593,10.587,0.43,bajo
Esquipulas,oriente_seco,1000,2013,9,239.4,3.881,7.98,0.48,bajo
Esquipulas,oriente_seco,1000,2013,10,204.5,4.163,6.817,0.602,bajo
Esquipulas,oriente_seco,1000,2013,11,98.7,3.582,3.29,1.057,medio
Esquipulas,oriente_seco,1000,2013,12,82.6,3.585,2.753,1.256,medio
Esquipulas,oriente_seco,1000,2014,1,29.6,4.035,0.987,3.713,alto
Esquipulas,oriente_seco,1000,2014,2,23.0,5.007,0.767,5.777,alto
Esquipulas,oriente_seco,1000,2014,3,49.1,6.004,1.637,3.457,alto
Esquipulas,oriente_seco,1000,2014,4,41.2,6.011,1.373,4.08,alto
Esquipulas,oriente_seco,1000,2014,5,196.4,4.821,6.547,0.725,bajo
Esquipulas,oriente_seco,1000,2014,6,226.3,4.228,7.543,0.553,bajo
Esquipulas,oriente_seco,1000,2014,7,104.8,5.376,3.493,1.496,medio
Esquipulas,oriente_seco,1000,2014,8,136.0,5.038,4.533,1.087,medio
Esquipulas,oriente_seco,1000,2014,9,659.2,4.042,21.973,0.183,bajo
Esquipulas,oriente_seco,1000,2014,10,323.0,3.837,10.767,0.353,bajo
Esquipulas,oriente_seco,1000,2014,11,86.5,3.512,2.883,1.177,medio
Esquipulas,oriente_seco,1000,2014,12,36.5,3.458,1.217,2.627,alto
Esquipulas,oriente_seco,1000,2015,1,61.7,3.638,2.057,1.687,alto
Esquipulas,oriente_seco,1000,2015,2,29.7,4.746,0.99,4.354,alto
Esquipulas,oriente_seco,1000,2015,3,62.9,5.395,2.097,2.456,alto
Esquipulas,oriente_seco,1000,2015,4,101.0,6.019,3.367,1.736,alto
Esquipulas,oriente_seco,1000,2015,5,67.8,5.95,2.26,2.521,alto
Esquipulas,oriente_seco,1000,2015,6,216.9,4.712,7.23,0.643,bajo
Esquipulas,oriente_seco,1000,2015,7,175.4,5.288,5.847,0.889,bajo
Esquipulas,oriente_seco,1000,2015,8,191.4,5.728,6.38,0.884,bajo
Esquipulas,oriente_seco,1000,2015,9,504.5,4.064,16.817,0.24,bajo
Esquipulas,oriente_seco,1000,2015,10,204.0,3.987,6.8,0.578,bajo
Esquipulas,oriente_seco,1000,2015,11,115.6,3.606,3.853,0.912,bajo
Esquipulas,oriente_seco,1000,2015,12,40.9,3.83,1.363,2.617,alto
Esquipulas,oriente_seco,1000,2016,1,26.6,4.05,0.887,4.105,alto
Esquipulas,oriente_seco,1000,2016,2,45.7,4.719,1.523,2.907,alto
Esquipulas,oriente_seco,1000,2016,3,74.4,5.56,2.48,2.155,alto
Esquipulas,oriente_seco,1000,2016,4,39.6,5.969,1.32,4.203,alto
Esquipulas,oriente_seco,1000,2016,5,96.4,5.825,3.213,1.758,alto
Esquipulas,oriente_seco,1000,2016,6,219.5,5.002,7.317,0.674,bajo
Esquipulas,oriente_seco,1000,2016,7,212.2,5.113,7.073,0.713,bajo
Esquipulas,oriente_seco,1000,2016,8,251.1,4.805,8.37,0.567,bajo
Esquipulas,oriente_seco,1000,2016,9,343.7,4.336,11.457,0.375,bajo
Esquipulas,oriente_seco,1000,2016,10,36.5,4.152,1.217,3.153,alto
Esquipulas,oriente_seco,1000,2016,11,67.1,3.649,2.237,1.561,alto
Esquipulas,oriente_seco,1000,2016,12,80.3,3.879,2.677,1.397,medio
Esquipulas,oriente_seco,1000,2017,1,36.9,4.674,1.23,3.515,alto
Esquipulas,oriente_seco,1000,2017,2,23.3,5.363,0.777,6.117,alto
Esquipulas,oriente_seco,1000,2017,3,35.3,5.94,1.177,4.653,alto
Esquipulas,oriente_seco,1000,2017,4,31.2,6.696,1.04,5.874,alto
Esquipulas,oriente_seco,1000,2017,5,248.5,4.656,8.283,0.555,bajo
Esquipulas,oriente_seco,1000,2017,6,335.9,4.054,11.197,0.359,bajo
Esquipulas,oriente_seco,1000,2017,7,131.5,4.625,4.383,1.032,medio
Esquipulas,oriente_seco,1000,2017,8,213.8,4.754,7.127,0.658,bajo
Esquipulas,oriente_seco,1000,2017,9,379.2,4.188,12.64,0.329,bajo
Esquipulas,oriente_seco,1000,2017,10,171.9,3.449,5.73,0.592,bajo
Esquipulas,oriente_seco,1000,2017,11,27.4,3.601,0.913,3.554,alto
Esquipulas,oriente_seco,1000,2017,12,47.7,3.333,1.59,1.972,alto
Esquipulas,oriente_seco,1000,2018,1,49.7,3.649,1.657,2.077,alto
Esquipulas,oriente_seco,1000,2018,2,64.9,5.16,2.163,2.28,alto
Esquipulas,oriente_seco,1000,2018,3,19.1,6.425,0.637,8.722,alto
Esquipulas,oriente_seco,1000,2018,4,58.3,5.749,1.943,2.814,alto
Esquipulas,oriente_seco,1000,2018,5,176.8,5.109,5.893,0.852,bajo
Esquipulas,oriente_seco,1000,2018,6,246.8,4.401,8.227,0.529,bajo
Esquipulas,oriente_seco,1000,2018,7,98.1,5.257,3.27,1.56,alto
Esquipulas,oriente_seco,1000,2018,8,251.4,4.937,8.38,0.582,bajo
Esquipulas,oriente_seco,1000,2018,9,297.8,4.404,9.927,0.439,bajo
Esquipulas,oriente_seco,1000,2018,10,309.3,3.675,10.31,0.353,bajo
Esquipulas,oriente_seco,1000,2018,11,32.1,4.058,1.07,3.468,alto
Esquipulas,oriente_seco,1000,2018,12,23.9,4.419,0.797,4.928,alto
Esquipulas,oriente_seco,1000,2019,1,32.3,4.676,1.077,3.974,alto
Esquipulas,oriente_seco,1000,2019,2,29.0,5.687,0.967,5.332,alto
Esquipulas,oriente_seco,1000,2019,3,17.0,6.819,0.567,10.228,alto
Esquipulas,oriente_seco,1000,2019,4,67.6,6.486,2.253,2.756,alto
Esquipulas,oriente_seco,1000,2019,5,170.8,4.674,5.693,0.807,bajo
Esquipulas,oriente_seco,1000,2019,6,159.8,5.037,5.327,0.928,bajo
Esquipulas,oriente_seco,1000,2019,7,124.9,5.326,4.163,1.249,medio
Esquipulas,oriente_seco,1000,2019,8,187.5,5.117,6.25,0.806,bajo
Esquipulas,oriente_seco,1000,2019,9,270.2,4.664,9.007,0.512,bajo
Esquipulas,oriente_seco,1000,2019,10,479.7,3.918,15.99,0.243,bajo
Esquipulas,oriente_seco,1000,2019,11,40.7,3.735,1.357,2.564,alto
Esquipulas,oriente_seco,1000,2019,12,45.6,3.794,1.52,2.342,alto
Esquipulas,oriente_seco,1000,2020,1,30.7,4.315,1.023,3.841,alto
Esquipulas,oriente_seco,1000,2020,2,32.3,5.479,1.077,4.657,alto
Esquipulas,oriente_seco,1000,2020,3,29.6,6.456,0.987,5.942,alto
Esquipulas,oriente_seco,1000,2020,4,22.3,6.419,0.743,7.611,alto
Esquipulas,oriente_seco,1000,2020,5,511.7,4.96,17.057,0.289,bajo
Esquipulas,oriente_seco,1000,2020,6,287.5,4.395,9.583,0.454,bajo
Esquipulas,oriente_seco,1000,2020,7,170.6,4.673,5.687,0.808,bajo
Esquipulas,oriente_seco,1000,2020,8,214.6,4.573,7.153,0.63,bajo
Esquipulas,oriente_seco,1000,2020,9,241.9,4.558,8.063,0.558,bajo
Esquipulas,oriente_seco,1000,2020,10,166.6,3.91,5.553,0.692,bajo
Esquipulas,oriente_seco,1000,2020,11,370.6,3.065,12.353,0.246,bajo
Esquipulas,oriente_seco,1000,2020,12,21.6,3.489,0.72,4.255,alto
Esquipulas,oriente_seco,1000,2021,1,27.7,3.777,0.923,3.69,alto
Esquipulas,oriente_seco,1000,2021,2,15.3,4.635,0.51,7.598,alto
Esquipulas,oriente_seco,1000,2021,3,21.0,5.325,0.7,6.656,alto
Esquipulas,oriente_seco,1000,2021,4,67.7,5.115,2.257,2.17,alto
Esquipulas,oriente_seco,1000,2021,5,166.6,4.954,5.553,0.876,bajo
Esquipulas,oriente_seco,1000,2021,6,320.4,4.563,10.68,0.423,bajo
Esquipulas,oriente_seco,1000,2021,7,165.9,4.881,5.53,0.867,bajo
Esquipulas,oriente_seco,1000,2021,8,288.5,4.707,9.617,0.484,bajo
Esquipulas,oriente_seco,1000,2021,9,231.6,4.382,7.72,0.56,bajo
Esquipulas,oriente_seco,1000,2021,10,162.2,4.299,5.407,0.781,bajo
Esquipulas,oriente_seco,1000,2021,11,31.9,3.478,1.063,2.99,alto
Esquipulas,oriente_seco,1000,2021,12,30.2,3.603,1.007,3.255,alto
Esquipulas,oriente_seco,1000,2022,1,28.0,3.713,0.933,3.593,alto
Esquipulas,oriente_seco,1000,2022,2,20.0,4.188,0.667,5.462,alto
Esquipulas,oriente_seco,1000,2022,3,24.0,4.825,0.8,5.361,alto
Esquipulas,oriente_seco,1000,2022,4,56.8,5.175,1.893,2.596,alto
Esquipulas,oriente_seco,1000,2022,5,205.5,4.693,6.85,0.675,bajo
Esquipulas,oriente_seco,1000,2022,6,427.6,3.884,14.253,0.271,bajo
Esquipulas,oriente_seco,1000,2022,7,202.0,4.408,6.733,0.645,bajo
Esquipulas,oriente_seco,1000,2022,8,240.6,4.445,8.02,0.547,bajo
Esquipulas,oriente_seco,1000,2022,9,613.3,3.913,20.443,0.19,bajo
Esquipulas,oriente_seco,1000,2022,10,205.8,3.789,6.86,0.544,bajo
Esquipulas,oriente_seco,1000,2022,11,77.9,3.479,2.597,1.29,medio
Esquipulas,oriente_seco,1000,2022,12,44.1,3.485,1.47,2.22,alto
Esquipulas,oriente_seco,1000,2023,1,16.8,3.996,0.56,6.055,alto
Esquipulas,oriente_seco,1000,2023,2,21.5,4.524,0.717,5.54,alto
Esquipulas,oriente_seco,1000,2023,3,27.2,5.32,0.907,5.284,alto
Esquipulas,oriente_seco,1000,2023,4,16.2,6.078,0.54,9.497,alto
Esquipulas,oriente_seco,1000,2023,5,105.3,5.712,3.51,1.582,alto
Esquipulas,oriente_seco,1000,2023,6,297.2,5.066,9.907,0.506,bajo
Esquipulas,oriente_seco,1000,2023,7,317.9,4.649,10.597,0.435,bajo
Esquipulas,oriente_seco,1000,2023,8,134.6,4.531,4.487,0.988,bajo
Esquipulas,oriente_seco,1000,2023,9,162.8,4.57,5.427,0.827,bajo
