municipio,zona,altitud_m,year,month,solar_radiation,solar_clear_sky,nasa_rainfall,nasa_humidity,nasa_temp,dew_point,nasa_temp_max,nasa_temp_min,wind_speed_10m,wind_speed_2m,zona
Mixco,altiplano_central,1640,2018,4,20.17,25.99,5.21,73.15,22.22,16.26,32.46,14.72,2.45,1.63,altiplano_central
Mixco,altiplano_central,1640,2018,5,19.43,26.56,8.12,81.92,22.13,18.44,30.23,16.19,1.91,1.25,altiplano_central
Mixco,altiplano_central,1640,2018,6,18.25,26.89,8.06,85.96,21.02,18.34,26.96,16.22,1.96,1.24,altiplano_central
Mixco,altiplano_central,1640,2018,7,23.05,27.15,3.16,80.75,21.35,17.54,28.48,15.33,3.18,1.99,altiplano_central
Mixco,altiplano_central,1640,2018,8,20.45,27.16,10.75,83.83,21.26,18.13,27.77,14.83,2.28,1.41,altiplano_central
Mixco,altiplano_central,1640,2018,9,19.56,26.24,8.85,87.01,21.04,18.58,27.05,16.44,1.83,1.14,altiplano_central
Mixco,altiplano_central,1640,2018,10,16.71,24.21,7.66,87.98,20.22,17.97,26.16,14.79,2.42,1.5,altiplano_central
Mixco,altiplano_central,1640,2018,11,18.48,22.06,2.5,85.35,19.9,17.13,26.41,12.81,2.96,1.83,altiplano_central
Mixco,altiplano_central,1640,2018,12,19.07,21.06,0.48,82.19,18.36,14.96,25.98,9.32,3.55,2.19,altiplano_central
Mixco,altiplano_central,1640,2018,13,19.86,25.0,4.67,78.57,20.82,16.27,35.07,9.32,2.86,1.82,altiplano_central
Mixco,altiplano_central,1640,2019,1,19.06,21.89,0.24,76.28,18.97,14.11,28.29,11.9,3.49,2.17,altiplano_central
Mixco,altiplano_central,1640,2019,2,21.0,24.03,0.35,72.26,20.98,14.8,30.81,12.85,2.76,1.76,altiplano_central
Mixco,altiplano_central,1640,2019,3,23.12,26.48,0.76,64.31,22.2,13.83,32.35,13.0,3.29,2.16,altiplano_central
Mixco,altiplano_central,1640,2019,4,21.05,25.77,1.11,64.81,23.58,15.25,34.78,13.85,2.7,1.84,altiplano_central
Mixco,altiplano_central,1640,2019,5,18.64,25.85,9.05,83.46,22.1,18.78,29.96,16.99,2.09,1.38,altiplano_central
Mixco,altiplano_central,1640,2019,6,19.79,27.26,7.2,84.85,22.07,19.12,28.56,16.79,2.3,1.45,altiplano_central
Mixco,altiplano_central,1640,2019,7,22.62,27.55,6.05,81.12,21.75,18.02,28.2,15.32,2.58,1.6,altiplano_central
Mixco,altiplano_central,1640,2019,8,21.38,27.35,8.59,84.9,21.8,18.89,28.49,14.69,1.89,1.15,altiplano_central
Mixco,altiplano_central,1640,2019,9,18.47,25.99,10.35,86.82,21.29,18.76,27.89,15.22,1.76,1.07,altiplano_central
Mixco,altiplano_central,1640,2019,10,16.41,23.96,8.19,88.69,20.94,18.82,26.41,15.79,1.94,1.2,altiplano_central
Mixco,altiplano_central,1640,2019,11,18.46,22.03,1.03,84.56,19.98,17.05,26.49,13.45,3.05,1.88,altiplano_central
Mixco,altiplano_central,1640,2019,12,18.33,20.78,0.36,81.61,19.3,15.68,27.6,13.22,3.23,1.98,altiplano_central
Mixco,altiplano_central,1640,2019,13,19.86,24.91,4.47,79.52,21.24,16.94,34.78,11.9,2.59,1.64,altiplano_central
Mixco,altiplano_central,1640,2020,1,18.53,21.55,0.23,77.22,19.83,15.17,29.48,12.17,4.08,2.59,altiplano_central
Mixco,altiplano_central,1640,2020,2,21.3,24.13,0.42,70.01,21.11,14.39,32.21,13.57,3.82,2.46,altiplano_central
Mixco,altiplano_central,1640,2020,3,23.28,26.53,0.27,65.17,22.73,14.5,34.08,13.26,3.22,2.14,altiplano_central
Mixco,altiplano_central,1640,2020,4,20.55,24.56,0.99,67.61,24.43,16.89,35.15,17.47,2.32,1.61,altiplano_central
Mixco,altiplano_central,1640,2020,5,18.45,25.42,8.87,79.57,22.67,18.39,30.17,17.46,2.12,1.39,altiplano_central
Mixco,altiplano_central,1640,2020,6,18.54,27.1,13.28,86.9,21.36,18.84,27.94,16.68,2.9,1.86,altiplano_central
Mixco,altiplano_central,1640,2020,7,21.42,27.22,8.16,85.7,21.26,18.53,27.13,15.27,2.12,1.32,altiplano_central
Mixco,altiplano_central,1640,2020,8,20.03,27.07,9.99,87.44,20.91,18.56,27.62,16.12,2.31,1.44,altiplano_central
Mixco,altiplano_central,1640,2020,9,19.12,26.03,11.59,88.32,21.06,18.87,27.13,16.03,1.65,1.02,altiplano_central
Mixco,altiplano_central,1640,2020,10,17.15,23.8,10.31,88.63,20.78,18.67,26.35,16.27,1.87,1.15,altiplano_central
Mixco,altiplano_central,1640,2020,11,15.02,21.73,4.86,87.55,19.92,17.61,26.02,15.13,3.11,1.93,altiplano_central
Mixco,altiplano_central,1640,2020,12,17.9,20.96,0.33,83.57,18.46,15.34,25.96,11.05,3.39,2.09,altiplano_central
Mixco,altiplano_central,1640,2020,13,19.27,24.68,5.78,80.68,21.21,17.15,35.15,11.05,2.74,1.75,altiplano_central
Mixco,altiplano_central,1640,2021,1,18.58,21.85,0.6,82.14,18.99,15.51,27.07,12.31,3.36,2.08,altiplano_central
Mixco,altiplano_central,1640,2021,2,21.02,24.21,0.38,75.6,19.7,14.55,29.64,10.79,3.18,2.02,altiplano_central
Mixco,altiplano_central,1640,2021,3,22.82,26.83,0.86,70.2,21.44,14.63,32.62,12.84,3.19,2.09,altiplano_central
Mixco,altiplano_central,1640,2021,4,20.39,26.77,1.27,72.21,22.73,16.55,33.11,15.47,2.97,2.02,altiplano_central
Mixco,altiplano_central,1640,2021,5,19.83,26.84,9.2,80.01,22.18,18.04,31.32,16.35,2.37,1.55,altiplano_central
Mixco,altiplano_central,1640,2021,6,19.37,26.99,9.48,87.14,21.29,18.84,28.21,16.87,1.66,1.06,altiplano_central
Mixco,altiplano_central,1640,2021,7,21.92,27.45,5.47,84.61,21.31,18.35,27.57,15.5,2.6,1.62,altiplano_central
Mixco,altiplano_central,1640,2021,8,19.64,26.92,8.48,86.84,21.08,18.58,28.22,16.16,1.8,1.11,altiplano_central
Mixco,altiplano_central,1640,2021,9,19.84,26.21,6.7,88.0,21.04,18.78,27.34,16.59,1.83,1.13,altiplano_central
Mixco,altiplano_central,1640,2021,10,18.95,24.22,3.96,86.55,21.12,18.54,27.57,15.35,1.81,1.1,altiplano_central
Mixco,altiplano_central,1640,2021,11,18.15,22.18,0.87,82.35,19.02,15.64,25.68,11.34,3.67,2.28,altiplano_central
Mixco,altiplano_central,1640,2021,12,18.0,20.97,0.35,80.15,19.26,15.29,27.39,9.71,3.06,1.87,altiplano_central
Mixco,altiplano_central,1640,2021,13,19.87,25.12,3.99,81.35,20.77,16.96,33.11,9.71,2.62,1.66,altiplano_central
Mixco,altiplano_central,1640,2022,1,18.03,21.72,0.52,75.4,19.2,13.97,28.16,11.54,3.15,1.96,altiplano_central
Mixco,altiplano_central,1640,2022,2,19.97,24.15,0.6,70.27,20.34,13.78,30.46,12.94,3.81,2.46,altiplano_central
Mixco,altiplano_central,1640,2022,3,21.2,26.19,2.45,70.09,21.73,15.0,31.77,13.81,3.04,2.0,altiplano_central
Mixco,altiplano_central,1640,2022,4,20.88,26.67,5.31,73.23,22.76,16.66,32.75,14.13,2.28,1.52,altiplano_central
Mixco,altiplano_central,1640,2022,5,18.56,26.54,7.07,80.17,22.05,17.85,32.0,13.92,2.2,1.44,altiplano_central
Mixco,altiplano_central,1640,2022,6,17.14,27.0,11.13,86.1,20.63,17.95,27.15,15.66,2.36,1.51,altiplano_central
Mixco,altiplano_central,1640,2022,7,19.87,27.14,6.09,83.89,21.27,18.14,27.63,15.12,2.47,1.54,altiplano_central
Mixco,altiplano_central,1640,2022,8,19.4,27.0,10.74,86.02,21.05,18.38,26.87,15.55,2.09,1.29,altiplano_central
Mixco,altiplano_central,1640,2022,9,16.88,25.66,11.08,88.58,20.98,18.84,26.36,16.29,1.73,1.08,altiplano_central
Mixco,altiplano_central,1640,2022,10,16.45,24.03,5.41,87.4,20.57,18.18,26.6,12.47,2.35,1.45,altiplano_central
Mixco,altiplano_central,1640,2022,11,17.09,21.73,3.04,86.35,20.07,17.49,26.78,14.18,2.41,1.48,altiplano_central
Mixco,altiplano_central,1640,2022,12,17.3,20.81,0.28,82.41,18.52,15.15,26.86,11.43,3.67,2.26,altiplano_central
Mixco,altiplano_central,1640,2022,13,18.56,24.89,5.32,80.88,20.76,16.8,32.75,11.43,2.63,1.66,altiplano_central
Mixco,altiplano_central,1640,2023,1,19.07,21.71,1.84,78.22,18.9,14.52,27.83,9.61,3.3,2.05,altiplano_central
Mixco,altiplano_central,1640,2023,2,21.17,24.22,0.06,72.05,20.2,14.11,30.57,12.84,3.89,2.49,altiplano_central
Mixco,altiplano_central,1640,2023,3,21.17,25.79,0.62,70.37,22.12,15.32,31.9,11.81,2.52,1.67,altiplano_central
Mixco,altiplano_central,1640,2023,4,21.18,25.72,0.38,65.32,23.8,15.56,33.28,14.53,2.31,1.57,altiplano_central
Mixco,altiplano_central,1640,2023,5,20.31,25.8,1.92,66.2,24.58,16.72,34.46,17.46,2.12,1.42,altiplano_central
Mixco,altiplano_central,1640,2023,6,19.49,26.87,4.24,77.92,23.32,18.63,32.55,17.12,1.91,1.25,altiplano_central
Mixco,altiplano_central,1640,2023,7,19.34,27.07,4.93,80.06,22.74,18.66,31.32,16.08,2.48,1.57,altiplano_central
Mixco,altiplano_central,1640,2023,8,19.03,26.9,5.54,81.57,22.32,18.63,29.77,16.12,2.13,1.32,altiplano_central
Mixco,altiplano_central,1640,2023,9,19.51,26.13,10.43,83.26,22.02,18.73,29.11,16.72,1.85,1.11,altiplano_central
Mixco,altiplano_central,1640,2023,10,15.85,23.83,8.52,88.05,21.38,19.11,27.69,14.89,2.16,1.33,altiplano_central
Mixco,altiplano_central,1640,2023,11,15.49,21.74,2.1,86.13,20.56,17.95,27.34,12.37,3.18,1.96,altiplano_central
Mixco,altiplano_central,1640,2023,12,17.92,20.75,0.5,81.02,19.14,15.46,26.93,8.51,4.04,2.52,altiplano_central
Mixco,altiplano_central,1640,2023,13,19.11,24.71,3.44,77.55,21.76,16.96,34.46,8.51,2.65,1.68,altiplano_central
Mixco,altiplano_central,1640,2024,1,19.43,21.45,0.08,75.03,20.57,15.24,31.35,12.59,2.98,1.85,altiplano_central
Mixco,altiplano_central,1640,2024,2,22.72,24.35,0.12,64.4,20.88,12.37,33.01,10.18,3.21,2.06,altiplano_central
Mixco,altiplano_central,1640,2024,3,22.27,25.5,1.57,65.44,24.02,15.82,34.57,15.24,2.73,1.83,altiplano_central
Mixco,altiplano_central,1640,2024,4,21.07,26.12,1.52,67.61,24.24,16.67,34.72,16.01,2.98,2.02,altiplano_central
Mixco,altiplano_central,1640,2024,5,19.77,25.19,3.88,73.91,24.89,18.95,33.85,18.56,2.16,1.47,altiplano_central
Mixco,altiplano_central,1640,2024,6,15.94,26.55,9.47,87.37,22.34,19.87,30.19,18.49,2.69,1.74,altiplano_central
Mixco,altiplano_central,1640,2024,7,19.15,26.85,7.46,84.0,22.08,18.97,28.65,15.39,2.29,1.42,altiplano_central
Mixco,altiplano_central,1640,2024,8,19.72,26.95,7.08,83.33,22.06,18.79,28.47,16.06,2.12,1.3,altiplano_central
Mixco,altiplano_central,1640,2024,9,17.82,25.7,8.93,88.21,21.93,19.68,28.47,17.2,1.81,1.13,altiplano_central
Mixco,altiplano_central,1640,2024,10,16.17,23.76,3.61,86.8,21.04,18.54,27.08,14.87,2.81,1.75,altiplano_central
Mixco,altiplano_central,1640,2024,11,15.93,21.57,3.78,85.58,20.25,17.46,27.37,12.47,2.58,1.59,altiplano_central
Mixco,altiplano_central,1640,2024,12,16.12,20.49,0.27,80.84,19.51,15.82,27.05,13.18,4.33,2.72,altiplano_central
Mixco,altiplano_central,1640,2024,13,18.84,24.54,3.98,78.58,21.99,17.36,34.72,10.18,2.72,1.74,altiplano_central
Morales,peten_izabal,30,2010,1,12.62,20.3,4.28,86.05,21.3,18.62,31.97,13.32,1.45,0.55,peten_izabal
Morales,peten_izabal,30,2010,2,15.2,22.29,1.79,77.82,23.22,18.61,35.24,14.71,1.31,0.47,peten_izabal
Morales,peten_izabal,30,2010,3,17.32,24.75,0.45,70.91,24.13,17.67,38.6,16.68,1.42,0.49,peten_izabal
Morales,peten_izabal,30,2010,4,18.96,24.99,3.88,75.43,26.67,21.3,38.49,19.95,1.21,0.43,peten_izabal
Morales,peten_izabal,30,2010,5,18.45,26.5,5.7,79.52,26.7,22.34,38.1,21.53,1.42,0.54,peten_izabal
Morales,peten_izabal,30,2010,6,19.11,26.36,6.85,85.69,26.1,23.32,33.05,22.26,1.18,0.46,peten_izabal
Morales,peten_izabal,30,2010,7,19.0,26.22,6.12,87.39,25.52,23.1,31.62,21.64,1.09,0.45,peten_izabal
Morales,peten_izabal,30,2010,8,19.16,25.94,10.03,92.02,25.17,23.71,29.76,21.98,0.98,0.42,peten_izabal
Morales,peten_izabal,30,2010,9,18.89,25.16,8.59,91.12,25.1,23.46,29.67,20.86,1.04,0.42,peten_izabal
Morales,peten_izabal,30,2010,10,13.89,23.16,1.78,87.86,23.3,21.05,29.47,18.05,1.17,0.46,peten_izabal
Morales,peten_izabal,30,2010,11,14.0,21.02,3.02,88.3,22.05,19.91,28.53,15.28,1.31,0.54,peten_izabal
Morales,peten_izabal,30,2010,12,13.12,19.85,2.19,87.44,20.0,17.71,28.27,14.04,1.38,0.54,peten_izabal
Morales,peten_izabal,30,2010,13,16.64,23.89,4.57,84.17,24.1,20.91,38.6,13.32,1.25,0.48,peten_izabal
Morales,peten_izabal,30,2011,1,14.36,20.23,1.86,85.91,22.13,19.45,29.3,16.67,1.38,0.54,peten_izabal
Morales,peten_izabal,30,2011,2,16.67,22.86,1.59,81.94,22.96,19.32,31.68,17.6,1.39,0.52,peten_izabal
Morales,peten_izabal,30,2011,3,20.51,25.2,2.02,72.99,24.23,18.07,37.36,17.76,1.43,0.53,peten_izabal
Morales,peten_izabal,30,2011,4,20.35,24.38,2.03,71.85,26.25,19.94,36.73,19.77,1.3,0.49,peten_izabal
Morales,peten_izabal,30,2011,5,19.78,25.38,5.99,80.07,26.25,22.1,35.6,20.67,1.21,0.48,peten_izabal
Morales,peten_izabal,30,2011,6,19.4,26.28,11.38,87.54,25.41,22.94,32.32,21.75,1.01,0.43,peten_izabal
Morales,peten_izabal,30,2011,7,18.54,26.1,11.81,92.54,24.74,23.38,29.04,21.85,1.14,0.49,peten_izabal
Morales,peten_izabal,30,2011,8,20.02,26.12,3.54,90.46,25.25,23.48,29.97,22.2,1.0,0.43,peten_izabal
Morales,peten_izabal,30,2011,9,18.23,24.88,8.41,91.75,24.82,23.32,30.03,22.11,0.97,0.41,peten_izabal
Morales,peten_izabal,30,2011,10,13.92,22.9,8.08,90.46,23.22,21.49,28.79,17.38,1.14,0.45,peten_izabal
Morales,peten_izabal,30,2011,11,13.45,20.96,3.8,90.12,22.29,20.51,27.64,14.74,1.36,0.55,peten_izabal
Morales,peten_izabal,30,2011,12,12.07,19.54,3.81,91.16,21.56,19.99,26.51,15.37,1.41,0.55,peten_izabal
Morales,peten_izabal,30,2011,13,17.27,23.74,5.38,85.6,24.1,21.18,37.36,14.74,1.23,0.49,peten_izabal
Morales,peten_izabal,30,2012,1,13.51,20.34,4.84,90.52,21.84,20.13,27.73,16.67,1.41,0.56,peten_izabal
Morales,peten_izabal,30,2012,2,15.4,22.72,5.58,89.73,22.32,20.43,27.98,18.65,1.33,0.53,peten_izabal
Morales,peten_izabal,30,2012,3,20.36,25.46,2.55,86.32,22.82,20.23,29.69,18.06,1.41,0.55,peten_izabal
Morales,peten_izabal,30,2012,4,22.06,26.13,1.55,81.0,24.65,20.84,32.2,17.98,1.19,0.48,peten_izabal
Morales,peten_izabal,30,2012,5,18.07,25.58,4.82,83.52,25.76,22.42,34.24,21.92,1.16,0.46,peten_izabal
Morales,peten_izabal,30,2012,6,19.62,26.3,5.95,87.45,25.64,23.25,31.17,21.91,0.95,0.41,peten_izabal
Morales,peten_izabal,30,2012,7,18.69,25.97,7.69,90.58,24.62,22.88,28.21,21.97,1.35,0.56,peten_izabal
Morales,peten_izabal,30,2012,8,20.05,25.89,9.46,91.04,24.92,23.27,29.08,21.26,0.98,0.42,peten_izabal
Morales,peten_izabal,30,2012,9,19.17,25.23,5.68,91.44,24.72,23.14,28.98,21.75,1.11,0.47,peten_izabal
Morales,peten_izabal,30,2012,10,15.55,23.1,5.07,89.9,24.01,22.15,29.07,19.62,1.14,0.47,peten_izabal
Morales,peten_izabal,30,2012,11,11.06,20.75,3.47,89.31,21.59,19.66,27.45,16.23,1.46,0.57,peten_izabal
Morales,peten_izabal,30,2012,12,14.39,19.68,2.28,89.21,22.11,20.14,28.05,16.26,1.33,0.55,peten_izabal
Morales,peten_izabal,30,2012,13,17.33,23.93,4.92,88.34,23.75,21.55,34.24,16.23,1.24,0.5,peten_izabal
Morales,peten_izabal,30,2013,1,12.67,20.32,2.86,88.81,22.02,19.95,28.93,14.9,1.35,0.54,peten_izabal
Morales,peten_izabal,30,2013,2,18.21,22.67,2.42,82.79,23.43,19.99,33.48,17.04,1.24,0.49,peten_izabal
Morales,peten_izabal,30,2013,3,17.61,24.72,1.98,75.71,23.42,18.2,38.93,13.04,1.44,0.52,peten_izabal
Morales,peten_izabal,30,2013,4,21.2,24.56,2.12,73.02,26.86,20.84,37.81,18.61,1.26,0.45,peten_izabal
Morales,peten_izabal,30,2013,5,19.68,25.04,5.4,77.96,26.24,21.55,36.61,20.62,1.27,0.49,peten_izabal
Morales,peten_izabal,30,2013,6,18.41,25.92,6.42,89.14,25.25,23.18,31.6,21.57,1.2,0.5,peten_izabal
Morales,peten_izabal,30,2013,7,18.58,26.17,6.96,91.13,24.76,23.12,28.8,22.36,1.21,0.51,peten_izabal
Morales,peten_izabal,30,2013,8,19.3,26.02,6.72,90.84,24.7,23.02,29.21,22.03,1.18,0.48,peten_izabal
Morales,peten_izabal,30,2013,9,18.19,24.82,7.62,91.77,24.94,23.43,29.13,20.96,0.91,0.39,peten_izabal
Morales,peten_izabal,30,2013,10,16.36,23.02,7.36,92.39,24.58,23.2,28.73,21.37,1.18,0.49,peten_izabal
Morales,peten_izabal,30,2013,11,12.69,20.61,6.51,90.98,23.19,21.55,28.93,15.97,1.22,0.49,peten_izabal
Morales,peten_izabal,30,2013,12,12.63,19.42,7.85,91.53,22.47,20.93,28.39,18.44,1.23,0.49,peten_izabal
Morales,peten_izabal,30,2013,13,17.11,23.61,5.37,86.37,24.32,21.59,38.93,13.04,1.22,0.49,peten_izabal
Morales,peten_izabal,30,2014,1,12.23,20.33,3.51,90.46,20.84,19.13,26.45,14.3,1.36,0.54,peten_izabal
Morales,peten_izabal,30,2014,2,17.85,22.86,4.73,89.3,22.73,20.75,27.84,19.04,1.25,0.52,peten_izabal
Morales,peten_izabal,30,2014,3,20.53,25.04,2.75,86.75,23.67,21.16,29.88,18.67,1.23,0.5,peten_izabal
Morales,peten_izabal,30,2014,4,20.81,25.26,0.97,80.55,25.14,21.2,35.24,16.79,1.3,0.5,peten_izabal
Morales,peten_izabal,30,2014,5,16.61,25.48,8.69,87.62,24.99,22.62,30.99,20.88,1.2,0.49,peten_izabal
Morales,peten_izabal,30,2014,6,18.27,25.77,6.02,90.22,25.08,23.26,29.09,22.32,1.25,0.55,peten_izabal
Morales,peten_izabal,30,2014,7,18.89,26.0,5.8,89.32,24.86,22.85,30.06,22.04,1.42,0.58,peten_izabal
Morales,peten_izabal,30,2014,8,20.08,26.13,7.14,90.69,24.8,23.07,29.45,21.09,1.15,0.49,peten_izabal
Morales,peten_izabal,30,2014,9,18.91,25.03,9.37,92.8,24.65,23.34,28.79,21.49,1.01,0.45,peten_izabal
Morales,peten_izabal,30,2014,10,15.42,22.77,11.49,92.26,24.07,22.67,29.08,18.6,1.14,0.47,peten_izabal
Morales,peten_izabal,30,2014,11,11.9,20.69,10.04,90.9,22.23,20.59,28.75,17.17,1.43,0.55,peten_izabal
Morales,peten_izabal,30,2014,12,11.75,19.45,4.97,91.38,21.49,19.95,27.83,17.28,1.41,0.55,peten_izabal
Morales,peten_izabal,30,2014,13,16.92,23.74,6.3,89.36,23.71,21.72,35.24,14.3,1.26,0.52,peten_izabal
Morales,peten_izabal,30,2015,1,11.04,20.27,5.34,91.57,21.35,19.85,27.04,16.06,1.47,0.56,peten_izabal
Morales,peten_izabal,30,2015,2,17.06,22.73,3.75,88.45,21.25,19.14,28.23,16.09,1.35,0.55,peten_izabal
Morales,peten_izabal,30,2015,3,19.75,25.26,5.47,87.56,23.1,20.74,29.32,18.41,1.39,0.56,peten_izabal
Morales,peten_izabal,30,2015,4,21.43,25.5,1.81,84.78,25.14,22.16,35.6,20.4,1.29,0.51,peten_izabal
Morales,peten_izabal,30,2015,5,19.39,26.1,3.09,83.99,25.04,21.87,30.52,20.77,1.52,0.61,peten_izabal
Morales,peten_izabal,30,2015,6,17.16,25.47,7.58,89.39,24.91,22.9,30.12,22.03,1.39,0.56,peten_izabal
Morales,peten_izabal,30,2015,7,19.53,25.98,3.55,85.2,25.37,22.44,30.48,21.87,1.52,0.61,peten_izabal
Morales,peten_izabal,30,2015,8,21.66,26.4,4.68,84.87,25.74,22.7,31.78,22.43,1.36,0.56,peten_izabal
Morales,peten_izabal,30,2015,9,18.2,24.62,8.65,90.37,25.26,23.45,30.4,22.38,1.05,0.47,peten_izabal
Morales,peten_izabal,30,2015,10,16.28,22.84,6.83,89.65,25.02,23.08,30.13,21.51,1.08,0.47,peten_izabal
Morales,peten_izabal,30,2015,11,13.24,20.6,9.43,92.19,24.08,22.66,30.31,18.98,1.35,0.54,peten_izabal
Morales,peten_izabal,30,2015,12,13.75,19.3,5.77,90.88,23.73,22.06,29.5,19.77,1.25,0.51,peten_izabal
Morales,peten_izabal,30,2015,13,17.38,23.76,5.5,88.23,24.18,21.93,35.6,16.06,1.34,0.54,peten_izabal
Morales,peten_izabal,30,2016,1,13.91,20.16,2.33,88.18,21.97,19.79,29.19,14.62,1.25,0.5,peten_izabal
Morales,peten_izabal,30,2016,2,13.69,22.72,4.79,87.03,21.46,19.02,30.92,13.86,1.49,0.55,peten_izabal
Morales,peten_izabal,30,2016,3,19.2,24.71,3.12,83.66,24.79,21.49,34.75,18.51,1.23,0.48,peten_izabal
Morales,peten_izabal,30,2016,4,20.0,24.97,0.86,77.17,26.18,21.31,36.87,18.63,1.39,0.53,peten_izabal
Morales,peten_izabal,30,2016,5,21.2,25.82,2.13,76.07,27.15,22.0,35.59,19.67,1.44,0.55,peten_izabal
Morales,peten_izabal,30,2016,6,19.08,26.13,9.41,87.48,25.62,23.16,34.53,21.63,1.19,0.5,peten_izabal
Morales,peten_izabal,30,2016,7,19.06,26.28,5.57,87.83,25.42,23.07,30.11,21.43,1.38,0.57,peten_izabal
Morales,peten_izabal,30,2016,8,19.03,26.1,7.12,89.3,25.36,23.34,29.82,22.22,1.16,0.49,peten_izabal
Morales,peten_izabal,30,2016,9,18.63,24.99,7.6,90.94,25.13,23.44,29.87,22.37,1.02,0.45,peten_izabal
Morales,peten_izabal,30,2016,10,15.62,23.24,8.62,89.63,24.12,22.19,29.3,19.78,1.24,0.51,peten_izabal
Morales,peten_izabal,30,2016,11,11.61,20.63,8.35,91.27,22.86,21.28,28.75,17.81,1.36,0.54,peten_izabal
Morales,peten_izabal,30,2016,12,13.79,19.37,5.78,90.98,23.14,21.5,29.13,19.52,1.41,0.55,peten_izabal
Morales,peten_izabal,30,2016,13,17.08,23.76,5.47,86.63,24.44,21.81,36.87,13.86,1.3,0.52,peten_izabal
Morales,peten_izabal,30,2017,1,16.15,20.71,4.07,87.91,21.86,19.6,28.71,15.95,1.39,0.55,peten_izabal
Morales,peten_izabal,30,2017,2,18.62,22.7,1.66,83.55,23.44,20.14,31.77,17.8,1.38,0.54,peten_izabal
Morales,peten_izabal,30,2017,3,18.31,25.2,4.25,82.84,23.12,19.65,33.5,16.9,1.6,0.62,peten_izabal
Morales,peten_izabal,30,2017,4,22.05,25.67,1.52,74.06,26.37,20.64,38.52,20.0,1.32,0.49,peten_izabal
Morales,peten_izabal,30,2017,5,20.1,26.07,4.54,80.0,26.76,22.56,35.76,19.63,1.18,0.48,peten_izabal
Morales,peten_izabal,30,2017,6,18.78,26.14,8.33,87.66,25.77,23.37,32.87,22.12,0.99,0.43,peten_izabal
Morales,peten_izabal,30,2017,7,18.28,26.02,8.01,89.89,25.12,23.22,29.18,22.28,1.35,0.55,peten_izabal
Morales,peten_izabal,30,2017,8,20.34,26.21,4.28,89.02,25.46,23.39,31.0,21.97,1.04,0.43,peten_izabal
Morales,peten_izabal,30,2017,9,19.6,25.17,6.56,89.35,25.62,23.61,30.32,22.31,0.99,0.44,peten_izabal
Morales,peten_izabal,30,2017,10,13.83,22.75,11.01,90.94,24.15,22.5,29.16,19.32,1.16,0.47,peten_izabal
Morales,peten_izabal,30,2017,11,12.86,20.94,5.07,89.79,22.49,20.63,27.67,16.37,1.35,0.54,peten_izabal
Morales,peten_izabal,30,2017,12,11.18,19.49,2.27,89.52,21.66,19.78,26.69,14.18,1.48,0.57,peten_izabal
Morales,peten_izabal,30,2017,13,17.49,23.93,5.16,86.24,24.32,21.6,38.52,14.18,1.27,0.51,peten_izabal
Morales,peten_izabal,30,2018,1,11.32,20.15,5.53,89.12,20.46,18.5,27.39,14.52,1.5,0.56,peten_izabal
Morales,peten_izabal,30,2018,2,18.36,23.13,1.56,85.68,22.72,19.91,28.41,17.93,1.52,0.61,peten_izabal
Morales,peten_izabal,30,2018,3,21.82,25.56,1.01,77.56,24.38,19.63,34.32,18.19,1.49,0.58,peten_izabal
Morales,peten_izabal,30,2018,4,19.84,25.21,1.52,74.07,26.06,20.34,35.73,19.25,1.41,0.53,peten_izabal
Morales,peten_izabal,30,2018,5,20.14,26.28,3.1,73.38,27.2,21.35,35.62,20.92,1.26,0.48,peten_izabal
Morales,peten_izabal,30,2018,6,18.23,25.95,7.96,87.66,25.35,22.96,31.3,22.36,1.16,0.51,peten_izabal
Morales,peten_izabal,30,2018,7,19.57,25.74,5.15,86.13,25.34,22.6,31.59,22.07,1.42,0.57,peten_izabal
Morales,peten_izabal,30,2018,8,19.3,26.06,7.0,88.18,25.16,22.87,29.93,22.09,1.29,0.54,peten_izabal
Morales,peten_izabal,30,2018,9,19.48,25.29,4.53,88.15,25.32,23.03,30.92,22.15,1.17,0.5,peten_izabal
Morales,peten_izabal,30,2018,10,15.32,23.12,4.09,86.14,24.94,22.22,30.35,20.9,1.27,0.5,peten_izabal
Morales,peten_izabal,30,2018,11,14.29,20.79,1.96,82.79,24.66,21.16,31.76,16.88,1.34,0.51,peten_izabal
Morales,peten_izabal,30,2018,12,14.6,19.66,2.36,80.79,23.15,19.15,33.38,16.57,1.35,0.52,peten_izabal
Morales,peten_izabal,30,2018,13,17.68,23.91,3.83,83.29,24.57,21.15,35.73,14.52,1.35,0.53,peten_izabal
Morales,peten_izabal,30,2019,1,14.33,20.45,2.22,82.45,22.31,18.76,32.0,15.68,1.44,0.55,peten_izabal
Morales,peten_izabal,30,2019,2,19.26,22.93,0.48,73.98,24.87,19.12,37.02,18.42,1.45,0.54,peten_izabal
Morales,peten_izabal,30,2019,3,20.13,25.56,0.21,70.04,24.98,18.31,34.81,16.63,1.62,0.61,peten_izabal
Morales,peten_izabal,30,2019,4,21.7,25.37,0.9,67.09,27.29,19.63,39.07,17.99,1.44,0.52,peten_izabal
Morales,peten_izabal,30,2019,5,20.02,24.83,4.82,76.58,27.51,22.35,37.7,22.64,1.27,0.49,peten_izabal
Morales,peten_izabal,30,2019,6,20.98,26.34,5.24,83.74,26.83,23.51,34.04,22.7,1.2,0.52,peten_izabal
