municipio,zona,altitud_m,year,month,solar_radiation,solar_clear_sky,nasa_rainfall,nasa_humidity,nasa_temp,dew_point,nasa_temp_max,nasa_temp_min,wind_speed_10m,wind_speed_2m,zona
Chichicastenango,altiplano_occidente,2073,2017,13,18.9,24.52,4.38,82.51,15.58,12.14,28.39,3.76,2.24,1.34,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,1,18.83,21.29,0.33,81.82,12.25,8.84,22.09,2.4,3.41,2.03,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,2,20.78,23.63,0.48,78.14,13.74,9.38,22.14,5.66,2.69,1.56,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,3,21.7,25.65,0.36,70.52,15.97,9.46,25.94,5.3,2.33,1.39,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,4,18.81,25.46,5.52,78.88,16.26,12.05,24.89,8.71,1.95,1.18,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,5,18.96,25.92,9.0,84.74,16.91,13.98,24.45,10.7,1.54,0.93,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,6,16.96,26.3,12.34,87.68,15.82,13.59,21.81,9.56,1.89,1.14,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,7,22.65,26.81,3.76,83.53,15.67,12.53,22.44,9.48,2.82,1.64,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,8,21.04,26.78,10.03,86.44,15.74,13.24,22.06,9.38,2.12,1.23,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,9,18.65,25.78,12.18,88.89,15.77,13.78,21.9,11.17,2.05,1.19,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,10,15.98,23.81,10.15,89.81,15.32,13.5,21.37,9.72,2.11,1.23,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,11,18.57,21.57,2.87,87.71,15.07,12.86,21.72,7.18,2.18,1.27,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,12,18.03,20.63,0.53,85.46,13.66,11.02,21.67,6.25,2.37,1.37,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2018,13,19.25,24.47,5.64,83.66,15.19,12.03,25.94,2.4,2.29,1.35,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,1,18.76,21.34,0.36,83.35,13.42,10.31,22.08,7.05,2.35,1.34,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,2,19.94,23.38,0.5,79.66,14.91,10.93,24.49,7.22,2.07,1.21,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,3,21.26,25.56,0.67,76.63,15.48,10.72,24.81,6.59,2.63,1.55,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,4,20.85,25.35,0.62,73.14,17.29,11.51,27.07,7.95,2.08,1.28,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,5,17.71,25.59,9.86,83.66,17.44,14.26,26.57,11.04,1.73,1.09,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,6,19.85,26.91,12.18,86.14,17.03,14.45,24.11,11.26,2.16,1.29,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,7,21.58,27.07,5.69,83.75,16.12,13.03,22.4,9.23,2.37,1.38,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,8,20.41,26.75,12.35,85.82,16.55,13.92,23.35,9.47,1.86,1.07,altiplano_occidente
Chichicastenango,altiplano_occidente,2073,2019,9,18.41,25.59,16.83,88.08,16.15,13.99,22.24,10.61,1.7,0.99,altiplano_occidente
